OID_,PerSqFeet,Area,lat,lon,NAME_ENG,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_eng,SDU_IND
1172,11428,707,22.32028,114.17607,YEE ON COURT BLOCK C,3/1/1977 0:00,126,29175.6,10894.5,40070.1,27,48,30000,0.7,1,0,0,0,0,836184,820141,Kowloon City,*
1173,14500,531,22.34097,114.18135,BOLAND COURT PHASE II,10/1/1975 0:00,0,4543.9,0,4543.9,11,49,94500,0.8,1,0,0,1,0,836729,822432,Kowloon City,*
1175,10962,821,22.34343,114.17807,JOY GARDEN BLOCK 1,9/1/1975 0:00,0,4779.7,0,4779.7,7,49,105320,0.9,1,0,0,0,0,836390,822705,Kowloon City,*
1180,15850,429,22.31996,114.17444,SUNSHINE BUILDING,12/1/1975 0:00,0,4073,1274.1,5347.1,22,49,35000,0.5,1,0,0,1,0,836014,820103,Kowloon City,*
1181,10779,603,22.3191,114.22153,LOUISA TOWER,6/1/1976 0:00,0,10928.1,0,10928.1,32,48,33260,1,1,0,0,1,0,840869,820011,Kwun Tong,*
1184,10976,911,22.33799,114.13985,MEI FOO SUN CHUEN STAGE VI,3/1/1976 0:00,0,11809.6,0,11809.6,21,49,46000,0.05,1,0,0,0,1,832451,822102,Sham Shui Po,*
1185,9756,615,22.3191,114.22153,LOUISA TOWER,6/1/1976 0:00,0,10928.1,0,10928.1,32,48,33260,1,1,0,0,1,0,840869,820011,Kwun Tong,*
1186,9242,541,22.31979,114.22041,WOODVIEW COURT BLOCK A,11/1/1975 0:00,0,12485.8,0,12485.8,24,49,33260,1.5,1,0,0,1,0,840755,820088,Kwun Tong,*
1189,11484,566,22.32038,114.17644,YEE ON COURT BLOCK B,3/1/1977 0:00,126,29175.6,10894.5,40070.1,27,48,30000,0.7,1,0,0,0,0,836223,820153,Kowloon City,*
1190,12443,442,22.30647,114.18765,ON KWAI BUILDING,8/1/1976 0:00,494,20841.8,6925.8,27767.6,15,48,29000,0.2,1,0,0,0,1,837379,818614,Kowloon City,*
1191,10848,719,22.3377,114.1405,NO SPECIFIC NAME,5/1/1976 0:00,0,14702.4,3811.5,18513.9,20,48,46000,0.05,1,0,0,0,1,832514,822078,Sham Shui Po,*
1192,13856,765,22.34159,114.18279,KWONG FAI COURT,2/1/1976 0:00,0,5249,0,5249,10,49,70000,0.9,1,0,0,1,0,836881,822510,Kowloon City,*
1197,12142,700,22.33802,114.14051,MEI FOO SUN CHUEN STAGE VI,7/1/1976 0:00,0,12368.7,0,12368.7,21,48,46000,0.1,1,0,0,0,1,832526,822104,Sham Shui Po,*
1198,10787,584,22.31724,114.22154,JOYFUL VILLAS BLOCK 2,6/1/1976 0:00,0,25700.2,0,25700.2,29,48,37000,0.8,1,0,0,0,0,840870,819807,Kwun Tong,*
1199,15847,631,22.34181,114.18247,FESSENDEN COURT,3/1/1976 0:00,0,4184.4,0,4184.4,9,49,70000,0.9,1,0,0,1,0,836845,822526,Kowloon City,*
1200,10941,903,22.3377,114.1405,NO SPECIFIC NAME,5/1/1976 0:00,0,14702.4,3811.5,18513.9,20,48,46000,0.05,1,0,0,0,1,832514,822078,Sham Shui Po,*
1202,14115,707,22.32028,114.17607,YEE ON COURT BLOCK C,3/1/1977 0:00,126,29175.6,10894.5,40070.1,27,48,30000,0.7,1,0,0,0,0,836184,820141,Kowloon City,*
1203,10636,534,22.31966,114.22066,WOODVIEW COURT BLOCK B,11/1/1975 0:00,0,12485.8,0,12485.8,24,49,33260,1.5,1,0,0,0,0,840780,820074,Kwun Tong,*
1204,12612,555,22.31979,114.22041,WOODVIEW COURT BLOCK A,11/1/1975 0:00,0,12485.8,0,12485.8,24,49,33260,1.5,1,0,0,1,0,840755,820088,Kwun Tong,*
1205,14851,707,22.32028,114.17607,YEE ON COURT BLOCK C,3/1/1977 0:00,126,29175.6,10894.5,40070.1,27,48,30000,0.7,1,0,0,0,0,836184,820141,Kowloon City,*
1206,12944,771,22.32038,114.17644,YEE ON COURT BLOCK B,3/1/1977 0:00,126,29175.6,10894.5,40070.1,27,48,30000,0.7,1,0,0,0,0,836223,820153,Kowloon City,*
1209,13390,702,22.34159,114.18279,KWONG FAI COURT,2/1/1976 0:00,0,5249,0,5249,10,49,70000,0.9,1,0,0,1,0,836881,822510,Kowloon City,*
1213,9426,541,22.31966,114.22066,WOODVIEW COURT BLOCK B,11/1/1975 0:00,0,12485.8,0,12485.8,24,49,33260,1.5,1,0,0,0,0,840780,820074,Kwun Tong,*
1217,9189,555,22.31979,114.22041,WOODVIEW COURT BLOCK A,11/1/1975 0:00,0,12485.8,0,12485.8,24,49,33260,1.5,1,0,0,1,0,840755,820088,Kwun Tong,*
1220,13618,771,22.32038,114.17644,YEE ON COURT BLOCK B,3/1/1977 0:00,126,29175.6,10894.5,40070.1,27,48,30000,0.7,1,0,0,0,0,836223,820153,Kowloon City,*
1222,12989,562,22.3377,114.1405,NO SPECIFIC NAME,5/1/1976 0:00,0,14702.4,3811.5,18513.9,20,48,46000,0.05,1,0,0,0,1,832514,822078,Sham Shui Po,*
1223,17909,440,22.34097,114.18135,BOLAND COURT PHASE II,10/1/1975 0:00,0,4543.9,0,4543.9,11,49,94500,0.8,1,0,0,1,0,836729,822432,Kowloon City,*
1247,13302,639,22.32242,114.18112,BALWIN COURT BLOCK 2,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836706,820379,Kowloon City,*
1259,15083,716,22.34115,114.18172,CARLTON COURT,9/1/1977 0:00,42,3584.1,0,3584.1,8,47,94500,0.8,1,0,0,1,0,836767,822452,Kowloon City,*
1265,12633,934,22.33768,114.13906,MEI FOO SUN CHUEN STAGE VII,9/1/1976 0:00,130,10215.7,0,10215.7,20,48,42000,0.05,1,0,0,0,1,832372,822067,Sham Shui Po,*
1268,14382,445,22.34167,114.18196,FABER GARDEN,3/1/1977 0:00,84,4967.5,0,4967.5,9,48,70000,0.9,1,0,0,1,0,836791,822509,Kowloon City,*
1270,14717,496,22.34167,114.18196,FABER GARDEN,3/1/1977 0:00,84,4967.5,0,4967.5,9,48,70000,0.9,1,0,0,1,0,836791,822509,Kowloon City,*
1271,13167,401,22.30666,114.18861,ON WING BUILDING,8/1/1977 0:00,798,35508.7,2316.7,37825.4,16,47,29000,0.05,1,0,0,0,1,837476,818631,Kowloon City,*
1273,16178,649,22.32229,114.18052,BALWIN COURT BLOCK 5,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836644,820363,Kowloon City,*
1274,11428,490,22.30595,114.18847,ON WAH BUILDING - PODIUM,1/1/1977 0:00,240,11120,1717,12837,1,48,29000,0.05,1,0,0,0,1,837463,818557,Kowloon City,*
1275,13416,401,22.30666,114.18861,ON WING BUILDING,8/1/1977 0:00,798,35508.7,2316.7,37825.4,16,47,29000,0.05,1,0,0,0,1,837476,818631,Kowloon City,*
1276,14525,716,22.34115,114.18172,CARLTON COURT,9/1/1977 0:00,42,3584.1,0,3584.1,8,47,94500,0.8,1,0,0,1,0,836767,822452,Kowloon City,*
1277,13377,897,22.32562,114.18741,GARFIELD COURT,10/1/1976 0:00,56,5173.2,0,5173.2,15,48,62750,0.6,1,0,0,1,0,837354,820733,Kowloon City,*
1280,13458,639,22.32242,114.18112,BALWIN COURT BLOCK 2,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836706,820379,Kowloon City,*
1283,12515,815,22.32242,114.18112,BALWIN COURT BLOCK 2,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836706,820379,Kowloon City,*
1284,11217,936,22.3378,114.13879,MEI FOO SUN CHUEN STAGE VII,9/1/1976 0:00,126,9755.5,0,9755.5,20,48,42000,0.05,1,0,0,0,1,832343,822082,Sham Shui Po,*
1285,18651,445,22.34167,114.18196,FABER GARDEN,3/1/1977 0:00,84,4967.5,0,4967.5,9,48,70000,0.9,1,0,0,1,0,836791,822509,Kowloon City,*
1286,17528,445,22.34167,114.18196,FABER GARDEN,3/1/1977 0:00,84,4967.5,0,4967.5,9,48,70000,0.9,1,0,0,1,0,836791,822509,Kowloon City,*
1287,11764,748,22.33768,114.13906,MEI FOO SUN CHUEN STAGE VII,9/1/1976 0:00,130,10215.7,0,10215.7,20,48,42000,0.05,1,0,0,0,1,832372,822067,Sham Shui Po,*
1289,16808,445,22.34167,114.18196,FABER GARDEN,3/1/1977 0:00,84,4967.5,0,4967.5,9,48,70000,0.9,1,0,0,1,0,836791,822509,Kowloon City,*
1294,12418,401,22.30665,114.18918,KING WING BUILDING,8/1/1977 0:00,798,35508.7,2316.7,37825.4,16,47,29000,0.05,1,0,0,0,1,837535,818629,Kowloon City,*
1295,11209,926,22.33785,114.13994,MEI FOO SUN CHUEN STAGE 6 - PODIUM,,0,0,3764.5,3764.5,1,0,46000,0.05,0,0,0,0,1,0,0,Sham Shui Po, 
1296,14233,815,22.32242,114.18112,BALWIN COURT BLOCK 2,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836706,820379,Kowloon City,*
1298,13154,897,22.32562,114.18741,GARFIELD COURT,10/1/1976 0:00,56,5173.2,0,5173.2,15,48,62750,0.6,1,0,0,1,0,837354,820733,Kowloon City,*
1300,16949,649,22.32229,114.18052,BALWIN COURT BLOCK 5,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836644,820363,Kowloon City,*
1303,15280,445,22.34167,114.18196,FABER GARDEN,3/1/1977 0:00,84,4967.5,0,4967.5,9,48,70000,0.9,1,0,0,1,0,836791,822509,Kowloon City,*
1304,10704,1121,22.33777,114.13812,MEI FOO SUN CHUEN STAGE VII,3/1/1977 0:00,107,10367.5,0,10367.5,20,48,42000,0.05,1,0,0,0,1,832279,822077,Sham Shui Po,*
1307,12058,413,22.30665,114.18918,KING WING BUILDING,8/1/1977 0:00,798,35508.7,2316.7,37825.4,16,47,29000,0.05,1,0,0,0,1,837535,818629,Kowloon City,*
1314,18779,639,22.32226,114.18076,BALWIN COURT BLOCK 4,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,1,0,836670,820359,Kowloon City,*
1322,12116,586,22.33803,114.13823,MEI FOO SUN CHUEN STAGE VII,3/1/1977 0:00,108,9767.7,0,9767.7,20,48,42000,0.05,1,0,0,0,1,832285,822108,Sham Shui Po,*
1324,11952,584,22.33777,114.13812,MEI FOO SUN CHUEN STAGE VII,3/1/1977 0:00,107,10367.5,0,10367.5,20,48,42000,0.05,1,0,0,0,1,832279,822077,Sham Shui Po,*
1332,10799,926,22.33785,114.13994,MEI FOO SUN CHUEN STAGE 6 - PODIUM,,0,0,3764.5,3764.5,1,0,46000,0.05,0,0,0,0,1,0,0,Sham Shui Po, 
1350,11910,403,22.32628,114.21482,KA LAI MANSION,7/1/1977 0:00,684,28111.5,2582.8,30694.3,32,47,30000,0.2,1,0,0,0,0,840177,820806,Kwun Tong,*
1360,15179,639,22.32242,114.18112,BALWIN COURT BLOCK 2,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836706,820379,Kowloon City,*
1366,11836,490,22.30644,114.18815,WING WAH BUILDING,11/1/1976 0:00,240,11124.5,1717.4,12841.9,16,48,29000,0.05,1,0,0,0,1,837431,818609,Kowloon City,*
1367,17214,639,22.32242,114.18112,BALWIN COURT BLOCK 2,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836706,820379,Kowloon City,*
1368,10968,547,22.34093,114.18196,BELMONT HEIGHTS BLOCK 2,2/1/1977 0:00,54,4075.9,0,4075.9,10,48,94500,0.8,1,0,0,1,0,836794,822428,Kowloon City,*
1376,15306,490,22.30624,114.18801,WING WAH BUILDING - PODIUM,11/1/1976 0:00,240,11124.5,1717.4,12841.9,1,48,29000,0.05,1,0,0,0,1,837416,818589,Kowloon City,*
1378,10334,658,22.33768,114.13906,MEI FOO SUN CHUEN STAGE VII,9/1/1976 0:00,130,10215.7,0,10215.7,20,48,42000,0.05,1,0,0,0,1,832372,822067,Sham Shui Po,*
1379,10548,948,22.33785,114.13994,MEI FOO SUN CHUEN STAGE 6 - PODIUM,,0,0,3764.5,3764.5,1,0,46000,0.05,0,0,0,0,1,0,0,Sham Shui Po, 
1382,10669,403,22.32628,114.21482,KA LAI MANSION,7/1/1977 0:00,684,28111.5,2582.8,30694.3,32,47,30000,0.2,1,0,0,0,0,840177,820806,Kwun Tong,*
1384,11368,614,22.3193,114.22117,GOLDEN DRAGON GARDEN BLOCK E-H,12/1/1976 0:00,160,10198.7,0,10198.7,25,48,33260,1.5,1,0,0,0,0,840831,820033,Kwun Tong,*
1389,17137,489,22.32602,114.2147,KA YAN MANSION,7/1/1977 0:00,684,28111.5,2582.8,30694.3,32,47,30000,0.2,1,0,0,0,0,840164,820777,Kwun Tong,*
1391,12244,490,22.30617,114.18863,ON WAH BUILDING - PODIUM,1/1/1977 0:00,240,11120,1717,12837,1,48,29000,0.05,1,0,0,0,1,837463,818557,Kowloon City,*
1393,15021,466,22.3378,114.13879,MEI FOO SUN CHUEN STAGE VII,9/1/1976 0:00,126,9755.5,0,9755.5,20,48,42000,0.05,1,0,0,0,1,832343,822082,Sham Shui Po,*
1400,13665,401,22.30653,114.18882,KAI WING BUILDING,8/1/1977 0:00,798,35508.7,2316.7,37825.4,16,47,29000,0.05,0,0,0,1,1,837498,818616,Kowloon City,*
1407,13101,748,22.33768,114.13906,MEI FOO SUN CHUEN STAGE VII,9/1/1976 0:00,130,10215.7,0,10215.7,20,48,42000,0.05,1,0,0,0,1,832372,822067,Sham Shui Po,*
1408,13230,907,22.33803,114.13823,MEI FOO SUN CHUEN STAGE VII,3/1/1977 0:00,108,9767.7,0,9767.7,20,48,42000,0.05,1,0,0,0,1,832285,822108,Sham Shui Po,*
1409,19775,445,22.34167,114.18196,FABER GARDEN,3/1/1977 0:00,84,4967.5,0,4967.5,9,48,70000,0.9,1,0,0,1,0,836791,822509,Kowloon City,*
1410,16178,649,22.32262,114.18124,BALWIN COURT BLOCK 1,12/1/1976 0:00,290,34897,0,34897,16,48,87000,1.5,0,0,0,0,0,836720,820396,Kowloon City,*
1415,16274,467,22.33757,114.13934,MEI FOO SUN CHUEN STAGE VII,9/1/1976 0:00,131,9397.7,3836,13233.7,20,48,42000,0.05,1,0,0,0,1,832400,822056,Sham Shui Po,*
1424,9204,465,22.33265,114.1625,CAPITAL BUILDING SOUTH BLOCK A,7/1/1978 0:00,100,5312.2,3597.7,8909.9,13,46,15620,0.2,1,0,0,0,0,834781,821523,Sham Shui Po,*
1430,15011,433,22.31655,114.21662,FOO YUE BUILDING,8/1/1976 0:00,152,5569.3,1614.5,7183.8,26,48,21250,0.2,1,0,0,1,0,840361,819731,Kwun Tong,*
1433,9817,438,22.31726,114.23077,FU WAH COURT,3/1/1978 0:00,0,18317.3,4445.6,22762.9,32,47,25500,1.5,1,0,0,1,0,841819,819810,Kwun Tong,*
1439,15011,433,22.31655,114.21662,FOO YUE BUILDING,8/1/1976 0:00,152,5569.3,1614.5,7183.8,26,48,21250,0.2,1,0,0,1,0,840361,819731,Kwun Tong,*
1442,8688,587,22.31657,114.2204,HYDE TOWERS BLOCK B,9/1/1977 0:00,310,19062.9,0,19062.9,19,47,33800,0.9,1,0,0,1,0,840753,819730,Kwun Tong,*
1443,16666,510,22.34185,114.18159,PHOENIX COURT BLOCK C,11/1/1977 0:00,72,4822.9,0,4822.9,10,47,70000,0.9,1,0,0,0,0,836754,822531,Kowloon City,*
1447,18464,612,22.34214,114.18189,PHOENIX COURT BLOCK E,10/1/1977 0:00,54,3693.2,0,3693.2,11,47,70000,1,1,0,0,0,0,836785,822562,Kowloon City,*
1450,10752,465,22.33265,114.1625,CAPITAL BUILDING SOUTH BLOCK A,7/1/1978 0:00,100,5312.2,3597.7,8909.9,13,46,15620,0.2,1,0,0,0,0,834781,821523,Sham Shui Po,*
1451,9552,670,22.33512,114.14203,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832682,821787,Sham Shui Po,*
1459,10887,992,22.33422,114.14178,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.6,1,0,0,1,1,832655,821683,Sham Shui Po,*
1460,10089,674,22.33517,114.14179,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.3,1,0,0,0,1,832655,821791,Sham Shui Po,*
1463,9503,947,22.33442,114.14129,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.4,1,0,0,0,1,832601,821707,Sham Shui Po,*
1465,10089,674,22.33512,114.14203,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832682,821787,Sham Shui Po,*
1469,8941,671,22.3348,114.14196,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832673,821749,Sham Shui Po,*
1471,16612,620,22.34207,114.18219,PHOENIX COURT BLOCK G,10/1/1977 0:00,63,4019.8,0,4019.8,9,47,70000,0.9,1,0,0,0,0,836817,822555,Kowloon City,*
1474,11423,611,22.33517,114.14179,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.3,1,0,0,0,1,832655,821791,Sham Shui Po,*
1477,10747,977,22.33422,114.14178,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.6,1,0,0,1,1,832655,821683,Sham Shui Po,*
1478,12908,674,22.33512,114.14203,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832682,821787,Sham Shui Po,*
1483,12231,587,22.31657,114.2204,HYDE TOWERS BLOCK B,9/1/1977 0:00,310,19062.9,0,19062.9,19,47,33800,0.9,1,0,0,1,0,840753,819730,Kwun Tong,*
1487,16849,546,22.34285,114.18268,CLIFFORD MANSION,8/1/1978 0:00,90,6604.7,0,6604.7,7,46,94500,1,1,0,0,1,0,836865,822640,Kowloon City,*
1488,14640,806,22.33191,114.17418,PING YUEN,2/1/1978 0:00,15,1566.1,0,1566.1,4,47,86290,0.7,0,0,0,1,0,835987,821431,Sham Shui Po,*
1492,12937,657,22.34185,114.18159,PHOENIX COURT BLOCK C,11/1/1977 0:00,72,4822.9,0,4822.9,10,47,70000,0.9,1,0,0,0,0,836754,822531,Kowloon City,*
1495,16050,433,22.31655,114.21662,FOO YUE BUILDING,8/1/1976 0:00,152,5569.3,1614.5,7183.8,26,48,21250,0.2,1,0,0,1,0,840361,819731,Kwun Tong,*
1497,12903,620,22.34207,114.18219,PHOENIX COURT BLOCK G,10/1/1977 0:00,63,4019.8,0,4019.8,9,47,70000,0.9,1,0,0,0,0,836817,822555,Kowloon City,*
1498,14529,702,22.34302,114.1824,ROCKFORD MANSION,8/1/1978 0:00,90,6604.7,0,6604.7,7,46,94500,1.5,0,0,0,0,0,836837,822658,Kowloon City,*
1505,11092,586,22.33479,114.14112,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.3,1,0,0,0,1,832586,821748,Sham Shui Po,*
1507,13548,620,22.34207,114.18219,PHOENIX COURT BLOCK G,10/1/1977 0:00,63,4019.8,0,4019.8,9,47,70000,0.9,1,0,0,0,0,836817,822555,Kowloon City,*
1508,14523,420,22.31651,114.22608,HIP WO HOUSE,8/1/1966 0:00,0,10538.6,1612.1,12150.7,21,58,16330,0.7,1,2,0,1,0,841334,819730,Kwun Tong,***
1512,15883,617,22.34192,114.18216,PHOENIX COURT BLOCK H,10/1/1977 0:00,63,4019.8,0,4019.8,9,47,70000,0.9,1,0,0,1,0,836810,822538,Kowloon City,*
1515,11737,426,22.31816,114.19184,NO SPECIFIC NAME,1/1/1978 0:00,780,36988.2,5293.5,42281.7,1,47,26500,0.5,0,0,0,1,1,0,0,Kowloon City, 
1517,13145,426,22.31837,114.19192,CHONG CHIEN COURT BLOCK G,1/1/1978 0:00,780,36988.2,5293.5,42281.7,15,47,26500,0.6,1,0,0,0,1,837818,819929,Kowloon City,*
1518,20715,531,22.34285,114.18268,CLIFFORD MANSION,8/1/1978 0:00,90,6604.7,0,6604.7,7,46,94500,1,1,0,0,1,0,836865,822640,Kowloon City,*
1519,11711,666,22.3348,114.14196,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832673,821749,Sham Shui Po,*
1520,13565,575,22.34185,114.18159,PHOENIX COURT BLOCK C,11/1/1977 0:00,72,4822.9,0,4822.9,10,47,70000,0.9,1,0,0,0,0,836754,822531,Kowloon City,*
1521,16512,648,22.34202,114.18169,PHOENIX COURT BLOCK D,11/1/1977 0:00,72,4822.9,0,4822.9,10,47,70000,1,1,0,0,1,0,836764,822550,Kowloon City,*
1523,12652,656,22.33432,114.14153,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.4,1,0,0,0,1,832626,821696,Sham Shui Po,*
1528,8247,485,22.31726,114.23077,FU WAH COURT,3/1/1978 0:00,0,18317.3,4445.6,22762.9,32,47,25500,1.5,1,0,0,1,0,841819,819810,Kwun Tong,*
1530,13943,667,22.34185,114.18159,PHOENIX COURT BLOCK C,11/1/1977 0:00,72,4822.9,0,4822.9,10,47,70000,0.9,1,0,0,0,0,836754,822531,Kowloon City,*
1536,8609,906,22.33479,114.14112,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.3,1,0,0,0,1,832586,821748,Sham Shui Po,*
1538,11309,672,22.33512,114.14203,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832682,821787,Sham Shui Po,*
1544,14170,494,22.30574,114.18805,KI FU BUILDING - PODIUM,4/1/1978 0:00,420,18298.3,2795.6,21093.9,1,46,34340,0.05,1,0,0,0,1,837411,818515,Kowloon City,*
1549,11180,644,22.33479,114.14112,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.3,1,0,0,0,1,832586,821748,Sham Shui Po,*
1555,10268,670,22.33512,114.14203,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832682,821787,Sham Shui Po,*
1557,9728,699,22.33471,114.14141,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.3,1,0,0,0,1,832612,821735,Sham Shui Po,*
1559,10392,433,22.32554,114.21512,LEE KEE BUILDING BLOCK A,11/1/1977 0:00,288,26102,6783.2,32885.2,27,47,30000,0.2,1,0,0,0,0,840208,820724,Kwun Tong,*
1560,11940,670,22.33521,114.14155,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.3,1,0,0,0,1,832632,821796,Sham Shui Po,*
1561,11415,657,22.34185,114.18159,PHOENIX COURT BLOCK C,11/1/1977 0:00,72,4822.9,0,4822.9,10,47,70000,0.9,1,0,0,0,0,836754,822531,Kowloon City,*
1565,19238,420,22.31651,114.22608,HIP WO HOUSE,8/1/1966 0:00,0,10538.6,1612.1,12150.7,21,58,16330,0.7,1,2,0,1,0,841334,819730,Kwun Tong,***
1569,11572,674,22.33521,114.14155,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.3,1,0,0,0,1,832632,821796,Sham Shui Po,*
1570,10000,670,22.33525,114.14131,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.3,1,0,0,0,1,832607,821800,Sham Shui Po,*
1577,14285,420,22.31651,114.22608,HIP WO HOUSE,8/1/1966 0:00,0,10538.6,1612.1,12150.7,21,58,16330,0.7,1,2,0,1,0,841334,819730,Kwun Tong,***
1579,14626,670,22.33512,114.14203,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832682,821787,Sham Shui Po,*
1581,10508,433,22.32561,114.21557,LEE KEE BUILDING BLOCK D,11/1/1977 0:00,288,26102,6783.2,32885.2,27,47,30000,0.5,1,0,0,0,0,840260,820736,Kwun Tong,*
1584,9879,415,22.34652,114.20215,CHE WAH BUILDING,1/1/1978 0:00,176,7906.2,1906.5,9812.7,25,47,20600,0.9,1,0,0,1,0,838868,823058,Wong Tai Sin,*
1587,15011,433,22.31655,114.21662,FOO YUE BUILDING,8/1/1976 0:00,152,5569.3,1614.5,7183.8,26,48,21250,0.2,1,0,0,1,0,840361,819731,Kwun Tong,*
1589,12022,707,22.33471,114.14141,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.3,1,0,0,0,1,832612,821735,Sham Shui Po,*
1590,13709,620,22.34207,114.18219,PHOENIX COURT BLOCK G,10/1/1977 0:00,63,4019.8,0,4019.8,9,47,70000,0.9,1,0,0,0,0,836817,822555,Kowloon City,*
1594,11343,670,22.33525,114.14131,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.3,1,0,0,0,1,832607,821800,Sham Shui Po,*
1598,14895,670,22.34225,114.18202,PHOENIX COURT BLOCK F,10/1/1977 0:00,54,3693.2,0,3693.2,11,47,70000,1,1,0,0,1,0,836797,822573,Kowloon City,*
1600,10925,1005,22.33442,114.14129,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,21,46,60000,0.4,1,0,0,0,1,832601,821707,Sham Shui Po,*
1601,12955,670,22.33525,114.14131,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.3,1,0,0,0,1,832607,821800,Sham Shui Po,*
1602,13134,670,22.33512,114.14203,MEI FOO SUN CHUEN STAGE VIII,5/1/1978 0:00,128,107377,6313.1,113690.1,17,46,60000,0.4,1,0,0,0,1,832682,821787,Sham Shui Po,*
1606,9594,469,22.30817,114.23444,KAI TIN TOWERS,8/1/1998 0:00,0,0,1456.3,1456.3,3,26,40000,0.05,0,0,0,0,0,0,0,Kwun Tong, 
1620,14579,535,22.3331,114.19343,CHEUNG TUNG HOUSE,2/1/1993 0:00,0,24198.3,462.6,24660.9,25,32,16990,0.8,1,0,0,0,1,837975,821561,Wong Tai Sin,*
1626,8742,469,22.30817,114.23444,KAI TIN TOWERS,8/1/1998 0:00,0,0,1456.3,1456.3,3,26,40000,0.05,0,0,0,0,0,0,0,Kwun Tong, 
1630,9505,526,22.30817,114.23444,KAI TIN TOWERS,8/1/1998 0:00,0,0,1456.3,1456.3,3,26,40000,0.05,0,0,0,0,0,0,0,Kwun Tong, 
1646,11026,526,22.30817,114.23444,KAI TIN TOWERS,8/1/1998 0:00,0,0,1456.3,1456.3,3,26,40000,0.05,0,0,0,0,0,0,0,Kwun Tong, 
1647,10447,469,22.30817,114.23444,KAI TIN TOWERS,8/1/1998 0:00,0,0,1456.3,1456.3,3,26,40000,0.05,0,0,0,0,0,0,0,Kwun Tong, 
