OBJECTID,Join_Count,TARGET_FID,BUILDINGST,BUILDINGCS,OFFICIALBU,OFFICIAL00,NUMABOVEGR,NUMBASEMEN,TOPHEIGHT,BASEHEIGHT,GROSSFLOOR,Address_Chinese,Address_English,Date_of_Expiry,Date_of_Issue,Lift_No,Location_ID,GeometryLongitude,GeometryLatitude,ADDRES_OF_THE_BUILDING_IN_CHN,ADDRES_OF_THE_BUILDING_IN_ENG,CORPORATION_NUM,THE_INCORPORATED_OWNERS_OF_IN_CHN,THE_INCORPORATED_OWNERS_OF_IN_ENG,GeometryLongitude_1,GeometryLatitude_1,ADDRESS_E,SEARCH1_E,OP_YEAR,AGE,NSEARCH5_E,LATITUDE,LONGITUDE,lsbg_eng,ma_hh,FacilityID,Name,FromBreak,ToBreak,Shape_Leng_1,Shape_Area_12,LIFT,MANAGEMENT,INCOME,MTR_DISTANCE,Shape_Length,Shape_Area,SDU
205,0,205,211596,3607521702P20060311, , ,0,2,0,0,0,"九龍 九龍塘 達之路 又一居, 1 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 1",46084,45699,1,0208485-001,114.174467,22.33362325,,,,,,,,PARC OASIS CLUBHOUSE 23 PARC OASIS RD,Sham Shui Po,1992,33,Others,22.33422795,114.1750601,268/32,74040,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,74040,0.5,776.9668972,10627.66119,0
252,0,252,211563,3603822022P20060311,FESTIVAL WALK,又一城,0,0,0,0,0,九龍 九龍塘 達之路 80號 又一城,"FESTIVAL WALK, 80 TAT CHEE AVENUE, KOWLOON TONG, KOWLOON",46046,45639,5,1011324-001,114.1748747,22.33704585,,,,,,,,TA GPA K291 TAT CHEE AVE BUS TERMINUS,Sham Shui Po,1998,27,Office/Commercial,22.33730153,114.1746099,268/02 and 268/30-31,94460,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,0,94460,0.2,689.8995387,18678.85641,0
262,0,262,211555,3603021893P20060311,CITY UNIVERSITY OF HONG KONG ACADEMIC EXCHANGE BUILDING,香港城市大學學術交流大樓,0,0,24.5,0,0,九龍 九龍塘 達之路 81號 學術交流大樓,"ACADEMIC EXCHANGE BUILDING, 81 TAT CHEE AVENUE, KOWLOON TONG, KOWLOON",45784,45397,1,1011049-001,114.1747194,22.33609764,,,,,,,,81 TAT CHEE AVE CITY UNIVERSITY OF HONG KONG ACADEMIC EXCHANGE BUILDING,Sham Shui Po,1997,28,Others,22.33609848,114.1745774,268/02 and 268/30-31,94460,0,0.05 - 0.1,0.05,0.1,2.973101017,0.000374834,1,0,94460,0.1,216.7346553,1621.644761,0
328,0,328,211529,3597821621P20060311, , ,3,0,0,0,0,"九龍 九龍塘 達之路 又一居, 21 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 21",45756,45371,1,121070A-001,114.1739914,22.33327105,,,,,,,,CARPORT (TOWER 21 TO 23 AND 25) PARC OASIS 30 GRANDEUR RD,Sham Shui Po,1994,31,Residential/Composite,22.33360529,114.1740467,268/32,74040,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,74040,0.5,338.9942806,2949.4408,0
343,0,343,211525,3596621511P20060311, , ,3,0,0,0,0,"九龍 九龍塘 達之路 又一居, 33 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 33",45849,45464,15,1110918-009,114.1739623,22.332666,,,,,,,,21 GRANDEUR RD PARC OASIS TOWER 33,Sham Shui Po,1995,30,Residential/Composite,22.33265133,114.1739474,268/34,82210,0,0.5 - 0.55,0.5,0.55,3.497986879,0.000535478,1,0,82210,0.55,97.74751035,275.802187,0
393,0,393,211515,3592821766P20060311,CITY UNIVERSITY OF HONG KONG TO YUEN BUILDING,香港城市大學桃源樓,0,0,20.6,0,0,九龍 九龍塘 桃源街 31號 桃源樓,"TO YUEN BUILDING, 31 TO YUEN STREET, KOWLOON TONG, KOWLOON",46042,45644,1,0810983-001,114.1735546,22.33492364,,,,,,,,31 TO YUEN ST CITY UNIVERSITY OF HONG KONG TO YUEN BUILDING,Sham Shui Po,1998,27,Residential/Composite,22.3348799,114.1736052,268/02 and 268/30-31,94460,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,0,94460,0.35,167.2146803,680.566855,0
407,0,407,211511,3591821509P20060311,THE PRIMROSE,THE PRIMROSE,0,0,33,0,0,九龍 九龍塘 玫瑰街 38號,"THE PRIMROSE, 38 ROSE STREET, KOWLOON TONG, KOWLOON",45946,45565,1,081153A-001,114.1733702,22.33261181,九龍玫瑰街38號,"38 Rose Street, Kowloon",6133,---,THE PRIMROSE,114.17337,22.33261,38 ROSE ST THE PRIMROSE,Sham Shui Po,2000,25,Residential/Composite,22.33262226,114.173376,268/34,82210,0,0.55 - 0.6,0.55,0.6,3.462693453,0.000506987,1,1,82210,0.6,134.8931415,942.7683311,0
529,0,529,356866,3580622085P20121029,CITY UNIVERSITY OF HONG KONG ACADEMIC 3,香港城市大學學術樓(三),8,0,0,0,0,九龍 九龍塘 達之路 81號 至83號 香港城市大學 學術樓3,"ACADEMIC 3, CITY UNIVERSITY OF HONG KONG, 81-83 TAT CHEE AVENUE, KOWLOON TONG, KOWLOON",45821,45436,9,0612980-001,114.1726517,22.33777728,,,,,,,,83 TAT CHEE AVE CITY UNIVERSITY OF HONG KONG ACADEMIC 3,Sham Shui Po,2012,13,Others,22.33815331,114.1723141,268/02 and 268/30-31,94460,0,0.35 - 0.4,0.35,0.4,3.716891998,0.000587595,1,0,94460,0.4,472.6131132,5378.843018,0
591,0,591,209200,3574422376P20060427, , ,2,1,0,0,0,九龍 九龍塘 歌和老街 20號 畢架山峰,"MOUNT BEACON, 20 CORNWALL STREET, KOWLOON TONG, KOWLOON",45913,45503,2,0113212-001,114.1720886,22.33982721,,,,,,,,MOUNT BEACON 20 CORNWALL ST,Sham Shui Po,2006,19,Residential/Composite,22.34052886,114.1715949,268/02 and 268/30-31,94460,0,0.75 - 0.8,0.75,0.8,3.20681099,0.000451286,1,0,94460,0.8,619.8650889,13352.73609,0
3969,0,3969,236723,3380922350P20071101,ONE NEW YORK,ONE NEW YORK,5,0,0,0,0,九龍 長沙灣 青山道 468號 NKIL 1175 地段,"ONE NEW YORK, 468 CASTLE PEAK ROAD, NKIL  1175, CHEUNG SHA WAN, KOWLOON",45806,45391,1,0513403-001,114.1529359,22.34017771,,,,,,,,462 CASTLE PEAK RD,Sham Shui Po,2007,18,Residential/Composite,22.34018579,114.1529554,261/16,14240,0,0.5 - 0.55,0.5,0.55,3.497986879,0.000535478,1,0,14240,0.55,95.15299326,573.2916452,0
3977,0,3977,239582,3379522169P20071023,SEA PANORAMA COURT,君凱豪庭,3,0,0,0,0,九龍 長沙灣 福華街 561號 至563號,"561-563 FUK WA STREET, CHEUNG SHA WAN, KOWLOON",45812,45435,1,0812582-001,114.152907,22.33862444,九龍長沙灣褔榮街561號,"561 Fuk Wa Street, Cheung Sha Wan, Kowloon",7714,君凱豪庭,SEA PANORAMA COURT,114.15291,22.33862,561 FUK WA ST SEA PANORAMA COURT,Sham Shui Po,2008,17,Residential/Composite,22.33862645,114.1529031,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,25520,0.3,56.80599016,150.9747481,0
3982,0,3982,202023,3379122360P20050510,YIU FAI MANSION,耀輝大廈,1,0,0,0,0,九龍 長沙灣 集輝街 2號 至12號 A 耀煇大廈,"YIU FAI MANSION, 2-12A TSAP FAI STREET, CHEUNG SHA WAN, KOWLOON",45827,45476,1,0308617-001,114.1528194,22.34036733,九龍集輝街2-12A號,"2-12A Tsap Fai Street, Kowloon",4061,耀輝大廈,YIU FAI MANSION,114.15282,22.34031,12A TSAP FAI ST YIU FAI MANSION,Sham Shui Po,1989,36,Residential/Composite,22.34036804,114.1528163,261/16,14240,0,0.5 - 0.55,0.5,0.55,3.497986879,0.000535478,1,1,14240,0.55,72.31412537,316.5218605,0
3985,0,3985,434212,3378822149P20240901, , ,0,0,10.3,0,0,九龍 長沙灣 昌華街 1號,"1 CHEUNG WAH STREET, CHEUNG SHA WAN, KOWLOON",45936,45538,L1,1013241-001,114.1527809,22.33841672,,,,,,,,1 CHEUNG WAH STREET,Sham Shui Po,2023,2,Residential/Composite,22.33840781,114.1527998,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,25520,0.3,65.32422975,250.6639408,0
3988,0,3988,210414,3378321596P20060311,YEE KUK INDUSTRIAL CENTRE,怡高工業中心,0,0,18.7,0,0,九龍 長沙灣 醫局街 555號 怡高工業中心,"YEE KUK INDUSTRIAL CENTRE, 555 YEE KUK STREET, CHEUNG SHA WAN, KOWLOON",45835,45436,1,0709557-001,114.1527914,22.33353118,九龍醫局街555號,"555 Yee Kuk Street, Kowloon",6241,怡高工業中心,YEE KUK INDUSTRIAL CENTRE,114.15279,22.33353,555 YEE KUK ST YEE KUK INDUSTRIAL CENTRE,Sham Shui Po,1991,34,Industrial,22.33343336,114.1527429,264/33 and 264/62-64,68290,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,1,68290,0.35,157.9695573,1597.691841,0
3990,0,3990,379541,3378222185P20151118,HIGH ONE,曉悅,0,0,0,0,0,九龍 長沙灣 福華街 571號 曉悅,"HIGH ONE, 571 FUK WA STREET, CHEUNG SHA WAN, KOWLOON",45804,45428,1,0613190-001,114.1528294,22.33868765,,,,,,,,7 MORETON TERRACE LE PETIT ROSEDALE HOTEL HONG KONG,Sham Shui Po,2016,9,Residential/Composite,22.33873421,114.152739,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,25520,0.3,107.7250337,700.3030586,0
4001,0,4001,210405,3376622164P20060311,CHARMING GARDEN,長盛豪苑,0,0,0,0,0,九龍 長沙灣 長沙灣道 634號 至648號 長盛豪苑,"CHARMING GARDEN, 634-648 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",46040,45635,1,0811416-001,114.1526061,22.33855216,九龍長沙灣道638號,"638 Cheung Sha Wan Road, Kowloon",6180,長盛豪苑(長沙灣道),CHARMING GARDEN (CHEUNG SHA WAN ROAD),114.1526,22.33855,638 CHEUNG SHA WAN RD CHARMING GARDEN,Sham Shui Po,1999,26,Residential/Composite,22.33855496,114.1525911,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,25520,0.3,125.2271478,635.441714,0
4009,0,4009,202024,3375922352P20050510,PEAKCASTLE,PEAKCASTLE,0,0,21.1,0,0,九龍 長沙灣 青山道 476號 百佳大廈,"PARK BUILDING, 476 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45913,45505,1,0611735-001,114.1525282,22.3401054,,,,,,,,476 CASTLE PEAK RD PEAKCASTLE,Sham Shui Po,1984,41,Industrial,22.34012778,114.1525291,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,25520,0.5,134.1029649,892.6895166,0
4015,0,4015,390751,3374622197P20171114, , ,0,0,0,0,0,九龍 長沙灣 長沙灣道 650號,"650 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",46026,45645,4,0613230-001,114.1525381,22.33882306,,,,,,,,"646, 648, 650 CHEUNG SHA WAN RD",Sham Shui Po,2018,7,Office/Commercial,22.33885918,114.1523919,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,0,25520,0.35,160.3236294,1493.379498,0
4019,0,4019,364686,3374322391P20131104,CARITAS MEDICAL CENTRE,明愛醫院,0,5,0,0,0,九龍 深水埗 永康街 111號 明愛醫院 懷明樓,"WAI MING BLOCK, CARITAS MEDICAL CENTRE, 111 WING HONG STREET, SHAM SHUI PO, KOWLOON",45840,45429,1,0713492-001,114.1518486,22.34049361,,,,,,,,111 WING HONG ST CARITAS MEDICAL CENTRE WAI MING BLOCK,Sham Shui Po,2013,12,Others,22.34062856,114.1523239,"261/01-05, 261/26 and 261/28",62070,0,0.55 - 0.6,0.55,0.6,3.462693453,0.000506987,1,0,62070,0.6,330.5590653,4443.315336,0
4023,0,4023,328658,3374021553P20090319, , ,6,0,0,0,0,九龍 長沙灣 通州街 500號 至502號,"500-502 TUNG CHAU STREET, CHEUNG SHA WAN, KOWLOON",46089,45705,1,0312659-001,114.152345,22.3330254,,,,,,,,500 TUNG CHAU ST THE SPARKLE SHOPPING ARCADE,Sham Shui Po,2008,17,Residential/Composite,22.33303649,114.1523094,264/33 and 264/62-64,68290,0,0.35 - 0.4,0.35,0.4,3.716891998,0.000587595,1,0,68290,0.4,227.5520846,2814.368823,0
4050,0,4050,210375,3371222324P20060311,POR MEE FACTORY BUILDING,百美工業大廈,0,0,20.2,0,0,九龍 長沙灣 青山道 500號 百美工業大廈,"POR MEE FACTORY BUILDING, 500 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45959,45574,1,0702889-001,114.1520526,22.33999696,九龍青山道500 號,"500 Castle Peak Road, Kowloon",601,百美工業大廈,POR MEE FACTORY BUILDING,114.15205,22.33999,500 CASTLE PEAK RD POR MEE FACTORY BUILDING,Sham Shui Po,1971,54,Industrial,22.33998306,114.1520694,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.35 - 0.4,0.35,0.4,3.716891998,0.000587595,1,1,25520,0.4,175.6016664,1924.295849,0
4053,0,4053,210373,3370722221P20060311,LAI SUN COMMERCIAL CENTRE,麗新商業中心,2,1,0,0,0,九龍 長沙灣 長沙灣道 680號 麗新商業中心,"LAI SUN COMMERCIAL CENTRE, 680 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",45748,45376,1,0209279-001,114.1520139,22.33908487,,,,,,,,680 CHEUNG SHA WAN RD LAI SUN COMMERCIAL CENTRE,Sham Shui Po,1987,38,Office/Commercial,22.3390527,114.1520327,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,0,25520,0.35,219.0624175,3145.887411,0
4056,0,4056,210369,3370222446P20060311,CARITAS MEDICAL CENTRE,明愛醫院,0,0,29.8,0,0,九龍 深水埗 永康街 111號 明愛醫院 懷愛樓,"WAI OI BLOCK, CARITAS MEDICAL CENTRE, 111 WING HONG STREET, SHAM SHUI PO, KOWLOON",45816,45435,1,0108618-001,114.1519067,22.34117091,,,,,,,,111 WING HONG ST CARITAS MEDICAL CENTRE,Sham Shui Po,1988,37,Others,22.3411936,114.1519146,"261/01-05, 261/26 and 261/28",62070,0,0.6 - 0.65,0.6,0.65,3.329258115,0.000489656,1,0,62070,0.65,365.5245391,4055.905554,0
4083,0,4083,210349,3366321485P20060311,KERRY HUNG KAI WAREHOUSE (CHEUNG SHA WAN),嘉里鴻基貨倉(長沙灣),0,0,16.6,0,0,九龍 長沙灣 發祥街 3號 嘉里鴻基貨倉,"KERRY HUNG KAI GODOWN, 3 FAT TSEUNG STREET, CHEUNG SHA WAN, KOWLOON",45870,45471,1,040957A-001,114.1516656,22.33240219,,,,,,,,3 FAT TSEUNG ST KERRY HUNG KAI WAREHOUSE (CHEUNG SHA WAN),Sham Shui Po,1991,34,Industrial,22.33240387,114.1515886,255/03-05 and 255/08-09,52630,0,0.4 - 0.45,0.4,0.45,3.626103268,0.000533266,1,0,52630,0.45,266.8804707,4725.462013,0
4088,0,4088,229791,3365622202P20060621,HUNG CHEONG FACTORY BUILDING,鴻昌工廠大廈,0,0,32.7,0,0,九龍 長沙灣 光昌街 3號 鴻昌工廠大廈,"HUNG CHEONG FACTORY BUILDING, 3 KWONG CHEUNG STREET, CHEUNG SHA WAN, KOWLOON",45812,45406,4,0101621-001,114.1514897,22.33891321,九龍長沙灣道742-748號及光昌街3號,"742-748 Cheung Sha Wan Road &3 Kwong Cheung Street, Kowloon",3414,鴻昌工廠大廈,HUNG CHEONG FACTORY BUILDING,114.15151,22.33888,3 KWONG CHEUNG ST HUNG CHEONG FACTORY BUILDING,Sham Shui Po,1965,60,Industrial,22.33880894,114.1514565,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,25520,0.25,157.2131229,1505.524881,0
4148,0,4148,371746,3357722007P20140908,BILLION PLAZA II,億京廣場二期,7,0,0,0,0,"九龍 長沙灣 長裕街 10A, 10B 及 10號"," 10A, 10B & 10 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",45940,45538,1,1013055-001,114.1507911,22.33711601,,,,,,,,10 CHEUNG YUE ST BILLION PLAZA II,Sham Shui Po,2014,11,Office/Commercial,22.33712752,114.1508028,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,0,22100,0.2,155.6799123,1354.686354,0
4151,0,4151,210299,3357522168P20060311,HONG KONG SPINNERS INDUSTRIAL BUILDING PHASE V,香港紗廠工業大廈第五期,0,0,20.6,0,0,九龍 長沙灣 長沙灣道 760號 至762號 香港紗廠工業大廈第五期,"HONG KONG SPINNERS INDUSTRIAL BUILDING PHASE 5, 760-762 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",45724,45337,1,0704725-001,114.1507326,22.33857896,,,,,,,,760 & 762 CHEUNG SHA WAN RD HONG KONG SPINNERS INDUSTRIAL BUILDING PHASE V,Sham Shui Po,1977,48,Industrial,22.33855945,114.150751,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,0,25520,0.25,233.5319545,2916.399518,0
4153,0,4153,210297,3357422274P20060311,PENINSULA TOWER,半島大廈,4,0,0,0,0,九龍 長沙灣 青山道 534號 至548號 半島大廈,"PENINSULA TOWER, 534-548 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45893,45485,1,1211749-001,114.150713,22.33947298,,,,,,,,538 CASTLE PEAK RD PENINSULA TOWER,Sham Shui Po,1998,27,Office/Commercial,22.33953919,114.1507265,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,0,25520,0.35,185.6955481,2153.365097,0
4157,0,4157,210294,3356722043P20060311,COMWEB PLAZA,經達廣場,0,0,0,0,0,九龍 長沙灣 長裕街 12號 經達廣場,"COMWEB PLAZA, 12 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",45877,45471,1,0511420-001,114.1507328,22.33754044,,,,,,,,12 CHEUNG YUE ST COMWEB PLAZA,Sham Shui Po,1996,29,Office/Commercial,22.33745112,114.1506615,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,0,22100,0.2,114.4978979,787.6552235,0
4158,0,4158,210293,3356621952P20060311,BILLION PLAZA,億京廣場,7,0,0,0,0,九龍 長沙灣 長裕街 8號 億京廣場,"BILLION PLAZA, 8 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",45756,45366,6,1012258-001,114.1506553,22.33658319,,,,,,,,8 CHEUNG YUE ST BILLION PLAZA,Sham Shui Po,2002,23,Office/Commercial,22.33660885,114.1506349,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,0,22100,0.2,160.3162691,1545.572697,0
4162,0,4162,210289,3356222205P20060311,HONG KONG SPINNERS INDUSTRIAL BUILDING PHASE VI,香港紗廠工業大廈第六期,0,0,19.6,0,0,九龍 長沙灣 青山道 481號 香港紗廠工業大廈第六期,"HONG KONG SPINNERS INDUSTRIAL BUILDING PHASE 6, 481 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45927,45548,1,0204749-001,114.150684,22.33896726,九龍荔枝角青山道481號,"481 Castle Peak Road, Lai Chi Kok, Kowloon",8221,香港紗廠工業大厦第六期,HONG KONG SPINNERS INDUSTRIAL BUILDING PHASE VI,114.15068,22.33896,481 CASTLE PEAK RD HONG KONG SPINNERS INDUSTRIAL BUILDING PHASE VI,Sham Shui Po,1980,45,Industrial,22.33892106,114.1506072,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,25520,0.25,234.1021896,2949.535977,0
4178,0,4178,210275,3354822072P20060311,TIN ON INDUSTRIAL BUILDING,天安工業大廈,0,0,20.1,0,0,九龍 長沙灣 長沙灣道 777號 至779號,"777-779 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",45841,45428,1,0904287-001,114.150461,22.33772101,,,,,,,,777/779 CHEUNG SHA WAN RD TIN ON INDUSTRIAL BUILDING,Sham Shui Po,1977,48,Industrial,22.33771481,114.1504563,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,22100,0.15,186.8437226,2144.881895,0
4182,0,4182,210270,3354021937P20060311,YING TUNG INDUSTRIAL BUILDING,應通工業大廈,0,0,20.2,0,0,九龍 長沙灣 荔枝角道 802號 應通工業大廈,"YING TUNG INDUSTRIAL BUILDING, 802 LAI CHI KOK ROAD, CHEUNG SHA WAN, KOWLOON",46000,45612,1,1105264-001,114.150403,22.33651993,,,,,,,,802 LAI CHI KOK RD YING TUNG INDUSTRIAL BUILDING,Sham Shui Po,1979,46,Industrial,22.33651455,114.1503881,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0.05 - 0.1,0.05,0.1,2.973101017,0.000374834,1,0,22100,0.1,159.9854601,1394.076797,0
4189,0,4189,210263,3353522004P20060311,CHINA FEN HIN BUILDING,中國宏興大廈,4,0,0,0,0,九龍 長沙灣 長裕街 5號,"5 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",45900,45492,1,0104825-001,114.1503834,22.33707982,九龍長裕街5號,"5 Cheung Yue Street, Kowloon",6034,中國宏興大廈,CHINA FEN HIN BUILDING,114.15038,22.33707,5 CHEUNG YUE ST CHINA FEN HIN BUILDING,Sham Shui Po,1977,48,Industrial,22.33709372,114.150341,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0.05 - 0.1,0.05,0.1,2.973101017,0.000374834,1,1,22100,0.1,132.0930513,1056.15433,0
4199,0,4199,210253,3351922148P20060311,CLIFFORD CENTRE,香港中心,7,0,0,0,0,九龍 長沙灣 長沙灣道 778號 至784號,"778-784 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",46048,45637,4,0511722-001,114.1502279,22.33834408,,,,,,,,782 CHEUNG SHA WAN RD CLIFFORD CENTRE,Sham Shui Po,1998,27,Office/Commercial,22.33840111,114.1501968,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,25520,0.15,149.0696254,1386.649723,0
4203,0,4203,345010,3351522183P20110225,EXCEL CENTRE,卓匯中心,3,0,0,0,0,九龍 荔枝角 青山道 483號 A 卓匯中心,"EXCEL CENTRE, 483A CASTLE PEAK ROAD, LAI CHI KOK, KOWLOON",45786,45394,4,0812612-001,114.1501404,22.33873238,,,,,,,,483A CASTLE PEAK RD EXCEL CENTRE,Sham Shui Po,2010,15,Office/Commercial,22.33871848,114.1501506,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,25520,0.15,107.886,588.6741702,0
4204,0,4204,210250,3351522061P20060311,GEE HING CHANG INDUSTRIAL BUILDING,志興昌工業大樓,2,0,0,0,0,九龍 長沙灣 長裕街 16號 志興昌工業大樓,"GEE HING CHANG INDUSTRIAL BUILDING, 16 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",46028,45632,1,1204718-001,114.1501504,22.3375855,,,,,,,,16 CHEUNG YUE ST GEE HING CHANG INDUSTRIAL BUILDING,Sham Shui Po,1977,48,Industrial,22.33761056,114.1501525,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,22100,0.05,140.1185459,1074.400642,0
4207,0,4207,210248,3351421930P20060311,KA TO FACTORY BUILDING,嘉圖工廠大廈,4,0,0,0,0,九龍 長沙灣 長裕街 2號 嘉圖工廠大廈,"KA TO FACTORY BUILDING, 2 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",45816,45435,1,1004697-001,114.1501506,22.33642055,九龍長裕街2 號,"2 Cheung Yue Street, Kowloon",971,嘉圖工廠大廈,KA TO FACTORY BUILDING,114.15015,22.33642,2 CHEUNG YUE ST KA TO FACTORY BUILDING,Sham Shui Po,1976,49,Industrial,22.33645698,114.150156,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0.05 - 0.1,0.05,0.1,2.973101017,0.000374834,1,1,22100,0.1,154.3458254,1426.683606,0
4208,0,4208,210247,3351321996P20060311,STERLING CENTRE,定豐中心,1,0,0,0,0,九龍 長沙灣 長裕街 11號 定豐中心,"STERLING CENTRE, 11 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",45823,45443,4,0511099-001,114.1501408,22.33704366,,,,,,,,11 CHEUNG YUE ST STERLING CENTRE,Sham Shui Po,1995,30,Industrial,22.33708757,114.1501256,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0.05 - 0.1,0.05,0.1,2.973101017,0.000374834,1,0,22100,0.1,133.6176201,999.8733125,0
4224,0,4224,210234,3349322053P20060311,PRECIOUS INDUSTRIAL CENTRE,栢裕工業中心,1,1,0,0,0,九龍 長沙灣 長裕街 18號 栢裕工業中心,"PRECIOUS INDUSTRIAL CENTRE, 18 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",46076,45709,1,0104663-001,114.1499368,22.33752225,九龍長裕街18號,"18 Cheung Yue Street, Kowloon",4944,柏裕工業中心,PRECIOUS INDUSTRIAL CENTRE,114.14993,22.33752,18 CHEUNG YUE ST PRECIOUS INDUSTRIAL CENTRE,Sham Shui Po,1977,48,Industrial,22.33754397,114.149937,"264/01-05, 264/09-11, 264/13-15 and 264/68",22100,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,1,22100,0.05,144.9648853,1172.177354,0
4225,0,4225,210233,3349222180P20060311, , ,0,0,9.5,0,0,九龍 長沙灣 青山道 483號 E 福澤工業大廈,"FOOK CHEK INDUSTRIAL BUILDING, 483E CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",45882,45511,1,1100653-001,114.1499075,22.33874137,,,,,,,,483E CASTLE PEAK RD,Sham Shui Po,1959,66,Industrial,22.33878717,114.1499594,"261/06-15, 261/19-22, 261/27 and 261/29-30",25520,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,25520,0.15,124.1042367,886.5267281,0
