OBJECTID,Join_Count,TARGET_FID,BUILDINGST,BUILDINGCS,OFFICIALBU,OFFICIAL00,NUMABOVEGR,NUMBASEMEN,TOPHEIGHT,BASEHEIGHT,GROSSFLOOR,Address_Chinese,Address_English,Date_of_Expiry,Date_of_Issue,Lift_No,Location_ID,GeometryLongitude,GeometryLatitude,ADDRES_OF_THE_BUILDING_IN_CHN,ADDRES_OF_THE_BUILDING_IN_ENG,CORPORATION_NUM,THE_INCORPORATED_OWNERS_OF_IN_CHN,THE_INCORPORATED_OWNERS_OF_IN_ENG,GeometryLongitude_1,GeometryLatitude_1,ADDRESS_E,SEARCH1_E,OP_YEAR,AGE,NSEARCH5_E,LATITUDE,LONGITUDE,lsbg_eng,ma_hh,FacilityID,Name,FromBreak,ToBreak,Shape_Leng_1,Shape_Area_12,LIFT,MANAGEMENT,INCOME,MTR_DISTANCE,Shape_Length,Shape_Area,SDU
237340,0,237340,139536,3590522127T20050430,Tak Chee Yuen Block 7,德智苑七座,6,0,0,0,0,九龍 九龍塘 香港城市大學 德智苑,"TAK CHEE YUEN, CITY UNIVERSITY OF HONG KONG, KOWLOON TONG, KOWLOON",45835,45422,7,100932A-007,114.1733506,22.33821077,,,,,,,,88 TAT CHEE AVE TAK CHEE YUEN,Sham Shui Po,1989,36,Residential/Composite,22.33821537,114.1733639,268/02 and 268/30-31,94460,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,94460,0.3,50.13580493,110.9168468,0
237360,0,237360,143225,3590721507T20050430,The Prim Rose, ,19,0,0,0,0,九龍 九龍塘 玫瑰街 38號,"THE PRIMROSE, 38 ROSE STREET, KOWLOON TONG, KOWLOON",45946,45565,1,081153A-001,114.1733702,22.33261181,九龍玫瑰街38號,"38 Rose Street, Kowloon",6133,---,THE PRIMROSE,114.17337,22.33261,38 ROSE ST THE PRIMROSE,Sham Shui Po,2000,25,Residential/Composite,22.33262226,114.173376,268/34,82210,0,0.55 - 0.6,0.55,0.6,3.462693453,0.000506987,1,1,82210,0.6,59.42991178,167.5470148,0
237385,0,237385,127360,3590921347T20050430,Yin Court,賢苑,4,0,0,0,0,九龍 九龍塘 又一村 高槐路 8號,"8 CASSIA ROAD, YAU YAT TSUEN, KOWLOON TONG, KOWLOON",46039,45678,1,111042A-001,114.1733896,22.33116692,,,,,,,,8 CASSIA RD YIN COURT,Sham Shui Po,1994,31,Residential/Composite,22.33115732,114.1733526,"268/08-09, 268/15-18 and 268/22",92140,0,0.8 - 0.85,0.8,0.85,3.108034219,0.000456393,1,0,92140,0.85,95.6009609,308.2332121,0
237404,0,237404,361542,3591121281T20130603, , ,3,0,35.92,0,0,九龍 又一村 牡丹路 17號,"17 PEONY ROAD, YAU YAT TSUEN, KOWLOON",45828,45454,1,1013064-001,114.1733896,22.33055284,,,,,,,,17 PEONY RD,Sham Shui Po,2013,12,Residential/Composite,22.33057436,114.1734066,"268/08-09, 268/15-18 and 268/22",92140,0,0.8 - 0.85,0.8,0.85,3.108034219,0.000456393,1,0,92140,0.85,83.31394824,273.0619894,0
237473,0,237473,143043,3591721101T20050430, , ,4,0,0,0,0,九龍 又一村 壽菊路 9號,"9 MARIGOLD ROAD, YAU YAT TSUEN, KOWLOON",45878,45506,1,010910A-001,114.1734673,22.3289454,,,,,,,,9 MARIGOLD RD,Sham Shui Po,1989,36,Residential/Composite,22.32895979,114.1734731,"268/19-21, 268/23, 268/26-28 and 268/36",82290,0,0.85 - 0.9,0.85,0.9,3.040295546,0.00043987,1,0,82290,0.9,114.7966438,448.2517192,0
237487,0,237487,133602,3591821411T20050430,Trump Court,駿皇閣,4,0,0,0,0,九龍 九龍塘 又一村 高槐路 14號,"14 CASSIA ROAD, YAU YAT CHUEN, KOWLOON TONG, KOWLOON",45787,45376,1,0507849-001,114.173477,22.33174488,,,,,,,,14 CASSIA RD TRUMP COURT,Sham Shui Po,1986,39,Residential/Composite,22.33175249,114.1734849,"268/08-09, 268/15-18 and 268/22",92140,0,0.7 - 0.75,0.7,0.75,3.258519675,0.000484766,1,0,92140,0.75,78.18080489,324.6186449,0
237514,0,237514,151046,3592021034T20050430, , ,4,0,0,0,0,九龍 又一村 壽菊路 10號,"10 MARIGOLD ROAD, YAU YAT TSUEN, KOWLOON",45742,45370,1,1007173-001,114.1734965,22.32834035,九龍壽菊路10 號,"10 Marigold Road, Kowloon",2228,九龍壽菊路十號,"NO. 10 MARIGOLD ROAD, KOWLOON.",114.17349,22.32834,10 MARIGOLD RD,Sham Shui Po,1983,42,Residential/Composite,22.32832482,114.1735162,"268/19-21, 268/23, 268/26-28 and 268/36",82290,0,0.75 - 0.8,0.75,0.8,3.20681099,0.000451286,1,1,82290,0.8,119.000905,504.8571852,0
237522,0,237522,138810,3592122141T20050430,Tak Chee Yuen Block 8,德智苑八座,7,0,0,0,0,九龍 九龍塘 香港城市大學 德智苑,"TAK CHEE YUEN, CITY UNIVERSITY OF HONG KONG, KOWLOON TONG, KOWLOON",45835,45422,8,100932A-008,114.1735059,22.3383372,,,,,,,,88 TAT CHEE AVE TAK CHEE YUEN,Sham Shui Po,1989,36,Residential/Composite,22.33833201,114.1734885,268/02 and 268/30-31,94460,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,94460,0.3,58.13919478,131.9089263,0
237576,0,237576,148205,3592621763T20050430,City University of Hong Kong To Yuen Building,香港城市大學桃源樓,0,0,0,0,0,九龍 九龍塘 桃源街 31號 桃源樓,"TO YUEN BUILDING, 31 TO YUEN STREET, KOWLOON TONG, KOWLOON",46042,45644,1,0810983-001,114.1735546,22.33492364,,,,,,,,31 TO YUEN ST CITY UNIVERSITY OF HONG KONG TO YUEN BUILDING,Sham Shui Po,1998,27,Residential/Composite,22.3348799,114.1736052,268/02 and 268/30-31,94460,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,0,94460,0.35,180.107215,625.6602807,0
237602,0,237602,152971,3592821573T20050430,Parc Oasis Tower 30,又一居第３０座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 30 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 30",45848,45456,9,1110918-003,114.173574,22.33320783,,,,,,,,27 GRANDEUR RD PARC OASIS TOWER 30,Sham Shui Po,1995,30,Residential/Composite,22.33321376,114.1735682,268/34,82210,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,82210,0.5,86.39977125,252.389866,0
237628,0,237628,429921,3593021318T20240105,Royal Harmony,六煌臺,3,0,0,0,0,九龍 又一村 牡丹路 10號,"10 PEONY ROAD, YAU YAT TSUEN, KOWLOON",45972,45579,1,1213496-001,114.1736129,22.33088697,,,,,,,,A 3-STOREY SINGLE HOUSE 10 PEONY RD,Sham Shui Po,2023,2,Residential/Composite,22.33089692,114.1735834,"268/08-09, 268/15-18 and 268/22",92140,0,0.8 - 0.85,0.8,0.85,3.108034219,0.000456393,1,0,92140,0.85,88.07159221,366.6147157,0
237641,0,237641,150112,3593121596T20050430,Parc Oasis Tower 29,又一居第２９座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 29 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 29",45847,45456,7,1110918-001,114.1736031,22.33341554,,,,,,,,29 GRANDEUR RD PARC OASIS TOWER 29,Sham Shui Po,1995,30,Residential/Composite,22.33347988,114.1735576,268/34,82210,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,82210,0.5,146.4421919,378.7595613,0
237642,0,237642,135145,3593122177T20050430,Tak Chee Yuen Block 11,德智苑十一座,8,0,0,0,0,九龍 九龍塘 香港城市大學 德智苑,"TAK CHEE YUEN, CITY UNIVERSITY OF HONG KONG, KOWLOON TONG, KOWLOON",45836,45426,11,100932A-011,114.173603,22.3386623,,,,,,,,88 TAT CHEE AVE TAK CHEE YUEN,Sham Shui Po,1989,36,Residential/Composite,22.33867146,114.1736065,268/02 and 268/30-31,94460,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,94460,0.3,103.356124,525.360464,0
237656,0,237656,153771,3593221549T20050430,Parc Oasis Tower 31,又一居第３１座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 31 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 31",45848,45456,11,1110918-005,114.1736128,22.3329911,,,,,,,,25 GRANDEUR RD PARC OASIS TOWER 31,Sham Shui Po,1995,30,Residential/Composite,22.33297501,114.1736028,268/34,82210,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,82210,0.5,88.53225383,250.1294179,0
237834,0,237834,132089,3594721187T20050430,Fair Villa,良苑,4,0,0,0,0,九龍 又一村 石竹路 9號 良苑,"FAIR VILLA, 9 DIANTHUS ROAD, YAU YAT TSUEN, KOWLOON",46009,45622,1,1110470-001,114.1737585,22.32972203,,,,,,,,9 DIANTHUS RD FAIR VILLA,Sham Shui Po,1994,31,Residential/Composite,22.32973444,114.1737652,"268/19-21, 268/23, 268/26-28 and 268/36",82290,0,0.85 - 0.9,0.85,0.9,3.040295546,0.00043987,1,0,82290,0.9,92.91366703,335.0675753,0
237837,0,237837,143136,3594721527T20050430,Parc Oasis Tower 32,又一居第３２座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 32 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 32",45849,45456,13,1110918-007,114.1737585,22.33279243,,,,,,,,23 GRANDEUR RD PARC OASIS TOWER 32,Sham Shui Po,1995,30,Residential/Composite,22.33277295,114.1737378,268/34,82210,0,0.5 - 0.55,0.5,0.55,3.497986879,0.000535478,1,0,82210,0.55,88.0158215,249.3392009,0
237862,0,237862,138825,3594822135T20050430,Tak Chee Yuen Block 9,德智苑九座,8,0,0,0,0,九龍 九龍塘 香港城市大學 德智苑,"TAK CHEE YUEN, CITY UNIVERSITY OF HONG KONG, KOWLOON TONG, KOWLOON",45835,45422,9,100932A-009,114.173768,22.33828302,,,,,,,,88 TAT CHEE AVE TAK CHEE YUEN,Sham Shui Po,1989,36,Residential/Composite,22.33827626,114.1736678,268/02 and 268/30-31,94460,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,94460,0.3,78.10875306,212.2639731,0
237963,0,237963,138740,3595622149T20050430,Tak Chee Yuen Block 10,德智苑十座,8,0,0,0,0,九龍 九龍塘 香港城市大學 德智苑,"TAK CHEE YUEN, CITY UNIVERSITY OF HONG KONG, KOWLOON TONG, KOWLOON",45835,45422,10,100932A-010,114.1738457,22.33840945,,,,,,,,88 TAT CHEE AVE TAK CHEE YUEN,Sham Shui Po,1989,36,Residential/Composite,22.33838457,114.1738478,268/02 and 268/30-31,94460,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,0,94460,0.25,94.44334758,316.2412627,0
238132,0,238132,143207,3596821513T20050430,Parc Oasis Tower 33,又一居第３３座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 33 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 33",45849,45464,15,1110918-009,114.1739623,22.332666,,,,,,,,21 GRANDEUR RD PARC OASIS TOWER 33,Sham Shui Po,1995,30,Residential/Composite,22.33265133,114.1739474,268/34,82210,0,0.5 - 0.55,0.5,0.55,3.497986879,0.000535478,1,0,82210,0.55,89.80120848,253.3600917,0
238175,0,238175,152942,3597121580T20050430,Parc Oasis Tower 21,又一居第２１座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 21 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 21",45756,45371,1,121070A-001,114.1739914,22.33327105,,,,,,,,26 GRANDEUR RD PARC OASIS TOWER 21,Sham Shui Po,1994,31,Residential/Composite,22.33327331,114.1740281,268/32,74040,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,74040,0.5,130.9081362,364.7832119,0
238189,0,238189,150097,3597221609T20050430,Parc Oasis Tower 22,又一居第２２座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 22 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 22",45756,45371,3,121070A-003,114.1740011,22.33353294,,,,,,,,28 GRANDEUR RD PARC OASIS TOWER 22,Sham Shui Po,1994,31,Residential/Composite,22.33352165,114.1740487,268/32,74040,0,0.4 - 0.45,0.4,0.45,3.626103268,0.000533266,1,0,74040,0.45,131.0500045,361.0839538,0
238209,0,238209,146534,3597421641T20050430,Parc Oasis Tower 23,又一居第２３座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 23 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 23",45757,45371,5,121070A-005,114.1740205,22.33382192,,,,,,,,32 GRANDEUR RD PARC OASIS TOWER 23,Sham Shui Po,1994,31,Residential/Composite,22.33381486,114.1740763,268/32,74040,0,0.4 - 0.45,0.4,0.45,3.626103268,0.000533266,1,0,74040,0.45,131.6992606,368.2522588,0
238237,0,238237,127428,3597721338T20050430, , ,3,0,0,0,0,九龍 九龍塘 紫藤路 4號 又一村 194 號,"SITE 194 YAU YAT CHUEN, 4 WISTARIA ROAD, KOWLOON TONG, KOWLOON",45848,45475,1,0912706-001,114.1740497,22.33108565,,,,,,,,4 WISTARIA RD,Sham Shui Po,1956,69,Residential/Composite,22.33108085,114.1740515,"268/08-09, 268/15-18 and 268/22",92140,0,0.75 - 0.8,0.75,0.8,3.20681099,0.000451286,1,0,92140,0.8,58.30034138,178.681764,0
238248,0,238248,145703,3597821668T20050430,Parc Oasis Tower 25,又一居第２５座,10,0,0,0,0,"九龍 九龍塘 達之路 又一居, 25 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 25",45757,45358,7,121070A-007,114.1740593,22.33406575,,,,,,,,34 GRANDEUR RD PARC OASIS TOWER 25,Sham Shui Po,1994,31,Residential/Composite,22.33406152,114.1740991,268/32,74040,0,0.35 - 0.4,0.35,0.4,3.716891998,0.000587595,1,0,74040,0.4,131.5404864,371.8125652,0
238359,0,238359,127582,3598521818T20050430,Heung To Middle School,香島中學,0,0,0,0,0,九龍 又一村 桃源街 33號 香島中學,"HEUNG TO MIDDLE SCHOOL, 33 TO YUEN STREET, YAU YAT TSUEN, KOWLOON",45767,45377,1,0209155-001,114.1741273,22.33542033,,,,,,,,33 TO YUEN ST HEUNG TO MIDDLE SCHOOL,Sham Shui Po,1994,31,Others,22.3353877,114.1739973,268/02 and 268/30-31,94460,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,0,94460,0.25,203.3296873,1317.731365,0
238606,0,238606,131008,3600421306T20050430,Verbena Garden,錦花園,4,0,0,0,0,九龍 又一村 地錦路 1號 A 至1號 B 錦花園,"VERBENA GARDEN, 1A-1B VERBENA ROAD, YAU YAT TSUEN, KOWLOON",45763,45394,1,0808059-001,114.1743118,22.33079668,九龍地錦路1號,"1 Verbena Road, Kowloon",4691,錦花園,VERBENA GARDEN,114.17431,22.33079,1 VERBENA RD VERBENA GARDEN,Sham Shui Po,1987,38,Residential/Composite,22.33082716,114.1742736,"268/08-09, 268/15-18 and 268/22",92140,0,0.75 - 0.8,0.75,0.8,3.20681099,0.000451286,1,1,92140,0.8,120.5952094,325.1839721,0
238607,0,238607,143255,3600421501T20050430,Grandeur Villa Block 1,瑰麗新村第１座,9,0,0,0,0,九龍 又一村 達之路 21號 瑰麗新村,"GRANDEUR VILLA, 21 TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON",45805,45404,1,0809306-001,114.1743117,22.33255764,九龍達之路21號,"21 Tat Chee Avenue, Kowloon",4054,瑰麗新村,GRANDEUR VILLA,114.17431,22.33255,21 TAT CHEE AVE GRANDEUR VILLA BLK 1,Sham Shui Po,1991,34,Residential/Composite,22.33253591,114.1742893,268/34,82210,0,0.55 - 0.6,0.55,0.6,3.462693453,0.000506987,1,1,82210,0.6,99.54278047,320.623329,0
238702,0,238702,140970,3601221842T20050430,To Yuen Mansion,桃苑,9,0,0,0,0,九龍 又一村 桃源街 39號 桃苑,"TO YUEN MANSION, 39 TO YUEN STREET, YAU YAT TSUEN, KOWLOON",46034,45651,1,0808180-001,114.1743894,22.33563707,九龍桃源街39號,"39 To Yuen Street, Kowloon",3215,桃苑,TO YUEN MANSION,114.17438,22.33563,39 TO YUEN ST TO YUEN MANSION,Sham Shui Po,1988,37,Residential/Composite,22.33565465,114.1743746,268/02 and 268/30-31,94460,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,94460,0.15,94.58705312,332.5767512,0
238743,0,238743,138217,3601521244T20050430,Peonia Court,牡丹閣,4,0,0,0,0,九龍 又一村 牡丹道 5號,"5 PEONY ROAD, YAU YAT TSUEN, KOWLOON",45742,45370,1,1104128-001,114.1744186,22.33023679,,,,,,,,5 PEONY RD PEONIA COURT,Sham Shui Po,1976,49,Residential/Composite,22.33024666,114.1744298,"268/08-09, 268/15-18 and 268/22",92140,0,0.75 - 0.8,0.75,0.8,3.20681099,0.000451286,1,0,92140,0.8,82.73680467,325.3500981,0
238744,0,238744,347693,3601521410T20110706, , ,3,0,35.26,0,0,九龍 又一村 地錦路 11號,"11 VERBENA ROAD, YAU YAT TSUEN, KOWLOON",45990,45597,1,0513416-001,114.1744185,22.3317178,,,,,,,,11 VERBENA RD,Sham Shui Po,2009,16,Residential/Composite,22.33172617,114.1744208,"268/08-09, 268/15-18 and 268/22",92140,0,0.65 - 0.7,0.65,0.7,3.331346303,0.00050722,1,0,92140,0.7,80.50583497,313.6611904,0
238806,0,238806,149372,3602021619T20050430,Parc Oasis Tower 9,又一居第９座,12,0,0,0,0,"九龍 九龍塘 達之路 又一居, 1 座","PARC OASIS,  TAT CHEE AVENUE, KOWLOON TONG, KOWLOON, BLOCK 1",46084,45699,1,0208485-001,114.174467,22.33362325,,,,,,,,7 PARC OASIS RD PARC OASIS TOWER 9,Sham Shui Po,1992,33,Residential/Composite,22.33362325,114.1744689,268/32,74040,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,74040,0.5,155.6061152,416.9790694,0
238889,0,238889,143264,3602721495T20050430,Grandeur Villa Block 2,瑰麗新村第２座,9,0,0,0,0,九龍 又一村 達之路 21號 瑰麗新村,"GRANDEUR VILLA, 21 TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON",45805,45404,2,0809306-002,114.174535,22.33250346,,,,,,,,21 TAT CHEE AVE GRANDEUR VILLA BLK 2,Sham Shui Po,1991,34,Residential/Composite,22.3325187,114.1745168,268/34,82210,0,0.5 - 0.55,0.5,0.55,3.497986879,0.000535478,1,0,82210,0.55,100.3256982,324.5210201,0
239005,0,239005,131069,3603721300T20050430, , ,4,0,0,0,0,九龍 又一村 地錦路 2號,"2 VERBENA ROAD, YAU YAT TSUEN, KOWLOON",45979,45609,1,0406503-001,114.1746321,22.3307425,九龍地錦路2號,"2 Verbena Road, Kowloon",5527,地錦路2號,NO. 2 VERBENA ROAD,114.17463,22.33074,2 VERBENA RD,Sham Shui Po,1983,42,Residential/Composite,22.3307394,114.1746373,"268/08-09, 268/15-18 and 268/22",92140,0,0.7 - 0.75,0.7,0.75,3.258519675,0.000484766,1,1,92140,0.75,73.22712532,292.6932822,0
239083,0,239083,131286,3604321202T20050430, , ,4,0,0,0,0,九龍 又一村 達之路 5號,"5 TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON",45892,45483,1,0510742-001,114.1746904,22.32985751,,,,,,,,5 TAT CHEE AVE,Sham Shui Po,1993,32,Residential/Composite,22.3298527,114.1746755,"268/08-09, 268/15-18 and 268/22",92140,0,0.75 - 0.8,0.75,0.8,3.20681099,0.000451286,1,0,92140,0.8,79.26152204,358.1884433,0
239179,0,239179,143274,3605021494T20050430,Grandeur Villa Block 3,瑰麗新村第３座,9,0,0,0,0,九龍 又一村 達之路 21號 瑰麗新村,"GRANDEUR VILLA, 21 TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON",45805,45404,3,0809306-003,114.1747583,22.33249444,,,,,,,,GRANDEUR VILLA 21 TAT CHEE AVE,Sham Shui Po,1991,34,Residential/Composite,22.33253058,114.1747351,268/34,82210,0,0.5 - 0.55,0.5,0.55,3.497986879,0.000535478,1,0,82210,0.55,102.0360631,330.5337052,0
239335,0,239335,138820,3606221998T20050430,Festival Walk,又一城,0,0,0,0,0,九龍 九龍塘 達之路 80號 又一城,"FESTIVAL WALK, 80 TAT CHEE AVENUE, KOWLOON TONG, KOWLOON",46046,45639,5,1011324-001,114.1748747,22.33704585,,,,,,,,TA GPA K291 TAT CHEE AVE BUS TERMINUS,Sham Shui Po,1998,27,Office/Commercial,22.33730153,114.1746099,268/02 and 268/30-31,94460,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,0,94460,0.2,687.3372862,18257.84437,0
239378,0,239378,375830,3606621293T20150409, , ,3,0,31.95,0,0,九龍 九龍塘 達之路 9號,"9 TAT CHEE AVENUE, KOWLOON TONG, KOWLOON",46086,45681,1,0312966-001,114.1750107,22.33062511,,,,,,,,9 TAT CHEE AVE,Sham Shui Po,2015,10,Residential/Composite,22.33065998,114.1749199,"268/08-09, 268/15-18 and 268/22",92140,0,0.7 - 0.75,0.7,0.75,3.258519675,0.000484766,1,0,92140,0.75,92.4513691,348.5227715,0
239622,0,239622,116966,3608621853T20050430,The Jockey Club Environmental Building,賽馬會環保樓,4,0,0,0,0,九龍 九龍塘 達之路 77號 賽馬會環保樓,"JOCKEY CLUB ENVIRONMENTAL BUILDING, 77 TAT CHEE AVENUE, KOWLOON TONG, KOWLOON",45870,45475,1,061081A-001,114.1751077,22.33573642,,,,,,,,77 TAT CHEE AVE THE JOCKEY CLUB ENVIRONMENTAL BUILDING,Sham Shui Po,1996,29,Others,22.33575307,114.1751225,268/32,74040,0,0.05 - 0.1,0.05,0.1,2.973101017,0.000374834,1,0,74040,0.1,132.7906682,1306.806812,0
239658,0,239658,382909,3608921181T20160805, ,禮賢會堂,0,0,0,0,0,九龍 九龍塘 又一村 達之路  12號,"12 TAT CHEE AVENUE, YAU YAT CHUEN, KOWLOON TONG, KOWLOON",46048,45624,1,0211772-001,114.1749719,22.32972205,,,,,,,,12 TAT CHEE AVE,Sham Shui Po,2016,9,Others,22.32965881,114.1751333,"268/19-21, 268/23, 268/26-28 and 268/36",82290,0,0.8 - 0.85,0.8,0.85,3.108034219,0.000456393,1,0,82290,0.85,127.8119925,903.8692768,0
239722,0,239722,134728,3609421242T20050430,Tak Nga Secondary School,德雅中學,0,0,0,0,0,九龍 九龍塘 又一邨花圃街 1號,"1 FA PO STREET, YAU YAT CHUEN, KOWLOON TONG, KOWLOON",46004,45608,1,0113728-001,114.1751854,22.33021873,,,,,,,,18 TAT CHEE AVE TAK NGA SECONDARY SCHOOL,Sham Shui Po,1965,60,Residential/Composite,22.3300511,114.1752334,"268/19-21, 268/23, 268/26-28 and 268/36",82290,0,0.75 - 0.8,0.75,0.8,3.20681099,0.000451286,1,0,82290,0.8,284.0949679,1199.205065,0
239736,0,239736,143277,3609521493T20050430,Grandeur Villa Block 4,瑰麗新村第４座,0,0,0,0,0,九龍 又一村 達之路 21號 瑰麗新村,"GRANDEUR VILLA, 21 TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON",45805,45404,4,0809306-004,114.1751951,22.33248541,,,,,,,,21 TAT CHEE AVE GRANDEUR VILLA BLK 4,Sham Shui Po,1991,34,Residential/Composite,22.33248117,114.1750744,268/34,82210,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,82210,0.5,104.1858129,364.1952331,0
240164,0,240164,149122,3613021181T20050430,Kowloon Rhenish School & Kindergarten,九龍禮賢學校暨幼稚園,7,0,0,0,0,九龍 又一村 石竹路 2號 A 九龍禮賢學校,"KOWLOON RHENISH SCHOOL, 2A DIANTHUS ROAD, YAU YAT TSUEN, KOWLOON",45784,45399,1,0112151-001,114.1755348,22.32966787,,,,,,,,2A DIANTHUS RD KOWLOON RHENISH SCHOOL,Sham Shui Po,2000,25,Others,22.32948521,114.1755473,"268/19-21, 268/23, 268/26-28 and 268/36",82290,0,0.85 - 0.9,0.85,0.9,3.040295546,0.00043987,1,0,82290,0.9,207.32801,922.5696436,0
240402,0,240402,153784,3614621546T20050430, , ,8,0,0,0,0,"九龍 又一村 達之路 又一村花園, 25 座","VILLAGE GARDENS,  TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON, BLOCK 25",45799,45428,1,0907235-009,114.1756901,22.33296404,,,,,,,,25 FA PO ST VILLAGE GARDENS PHASE B,Sham Shui Po,1986,39,Residential/Composite,22.33296432,114.1757211,268/35,106390,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,106390,0.5,110.8969756,308.2674447,0
240480,0,240480,150102,3615121591T20050430, , ,8,0,0,0,0,"九龍 又一村 達之路 又一村花園, 45 座","VILLAGE GARDENS,  TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON, BLOCK 45",45799,45428,1,0907235-011,114.175826,22.33346072,,,,,,,,47 FA PO ST VILLAGE GARDENS PHASE B,Sham Shui Po,1986,39,Residential/Composite,22.33345648,114.1758627,268/35,106390,0,0.35 - 0.4,0.35,0.4,3.716891998,0.000587595,1,0,106390,0.4,210.779432,605.0873405,0
240485,0,240485,113235,3615121899T20050430,Hong Kong Productivity Council,香港生產力促進局,8,0,0,0,0,九龍 九龍塘 達之路 78號 香港生產力促進局,"HONG KONG PRODUCTIVITY COUNCIL, 78 TAT CHEE AVENUE, KOWLOON TONG, KOWLOON",45907,45519,4,1009567-001,114.1757386,22.33615183,,,,,,,,78 TAT CHEE AVE HKPC BUILDING,Sham Shui Po,1990,35,Others,22.33617553,114.1757162,268/02 and 268/30-31,94460,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,0,94460,0.05,307.9831849,3755.258264,0
240622,0,240622,141992,3616021713T20050430,Sherborne, ,8,0,0,0,0,"九龍 又一村 達之路 又一村花園, 65 座","VILLAGE GARDENS,  TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON, BLOCK 65",45804,45419,1,1007645-007,114.175826,22.33447214,,,,,,,,65 FA PO ST VILLAGE GARDENS PHASE A SHERBORNE,Sham Shui Po,1987,38,Residential/Composite,22.33450008,114.1758494,268/35,106390,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,106390,0.3,103.9528624,318.5137078,0
240660,0,240660,143139,3616321527T20050430, , ,9,0,0,0,0,"九龍 又一村 達之路 又一村花園, 23 座","VILLAGE GARDENS,  TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON, BLOCK 23",45798,45428,1,0907235-007,114.1758551,22.33279246,,,,,,,,23 FA PO ST VILLAGE GARDENS PHASE B,Sham Shui Po,1986,39,Residential/Composite,22.33277947,114.1758794,268/35,106390,0,0.45 - 0.5,0.45,0.5,3.590494081,0.000530057,1,0,106390,0.5,105.8578101,311.3246409,0
240720,0,240720,133432,3616821440T20050430, , ,8,0,0,0,0,"九龍 又一村 達之路 又一村花園, 17 座","VILLAGE GARDENS,  TAT CHEE AVENUE, YAU YAT TSUEN, KOWLOON, BLOCK 17",45797,45428,1,0907235-001,114.1759037,22.3320068,,,,,,,,17 FA PO ST VILLAGE GARDENS PHASE B,Sham Shui Po,1986,39,Residential/Composite,22.33200595,114.1759189,268/35,106390,0,0.55 - 0.6,0.55,0.6,3.462693453,0.000506987,1,0,106390,0.6,108.0723351,309.6662341,0
