OID_,PerSqFeet,Area,lat,lon,NAME_ENG,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_eng,SDU_IND
3433,15559,590,22.28841,114.19411,FORTRESS METRO TOWER BLOCK D,5/1/1987 0:00,757,44808.1,5833.1,50641.2,37,37,51000,0.05,1,0,0,0,0,838046,816611,Eastern,*
3437,11363,484,22.28529,114.2155,KORNHILL BLOCK 2,3/1/1987 0:00,2180,131021,1518,132539,34,38,40000,0.05,1,0,0,0,1,840245,816272,Eastern,*
3441,12795,508,22.27696,114.23774,HENG FA CHUEN BLOCK 17,1/1/1987 0:00,1008,59221.1,0,59221.1,16,38,52660,0.6,1,0,0,0,1,842542,815344,Eastern,*
3442,14774,555,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3443,17167,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3445,14806,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3450,14448,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3451,16736,717,22.2871,114.21757,TAIKOO SHING - FU TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.8,1,0,0,0,1,840461,816477,Eastern,*
3453,15452,453,22.27795,114.23809,HENG FA CHUEN BLOCK 9,1/1/1987 0:00,1008,59221.1,0,59221.1,16,38,52660,0.2,1,0,0,0,1,842578,815455,Eastern,*
3457,16541,532,22.28804,114.19382,FORTRESS METRO TOWER BLOCK A,5/1/1987 0:00,757,44808.1,5833.1,50641.2,37,37,51000,0.05,1,0,0,0,0,838017,816575,Eastern,*
3458,15141,461,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3459,17045,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3461,15011,453,22.27622,114.23897,HENG FA CHUEN BLOCK 6,9/1/1986 0:00,896,52866.7,0,52866.7,16,38,52660,0.9,1,0,0,0,1,842670,815263,Eastern,*
3463,16094,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3466,12631,475,22.2777,114.23775,HENG FA CHUEN BLOCK 13,1/1/1987 0:00,1008,59221.1,0,59221.1,16,38,52660,0.6,1,0,0,0,1,842540,815425,Eastern,*
3468,19169,626,22.28643,114.2179,TAIKOO SHING - KWUN TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.8,1,0,0,0,1,840495,816385,Eastern,*
3470,13457,431,22.28554,114.21596,KORNHILL BLOCK 4,3/1/1987 0:00,2180,131021,1518,132539,30,38,40000,0.05,1,0,0,0,1,840294,816305,Eastern,*
3472,12296,431,22.28554,114.21596,KORNHILL BLOCK 4,3/1/1987 0:00,2180,131021,1518,132539,30,38,40000,0.05,1,0,0,0,1,840294,816305,Eastern,*
3479,14274,489,22.28786,114.21103,HOI KWONG COURT BLOCK I,3/1/1987 0:00,384,19981.7,1839.5,21821.2,30,38,30750,0.05,1,0,0,0,0,839787,816551,Eastern,*
3482,18561,431,22.2854,114.21648,KORNHILL BLOCK 6,3/1/1987 0:00,2180,131021,1518,132539,26,38,40000,0.05,1,0,0,0,1,840354,816287,Eastern,*
3485,14527,592,22.28553,114.21625,KORNHILL BLOCK 5,3/1/1987 0:00,2180,131021,1518,132539,27,38,40000,0.05,1,0,0,0,1,840327,816303,Eastern,*
3487,16094,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3491,14710,605,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3492,13766,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3493,16594,461,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3494,17647,680,22.28711,114.21676,TAIKOO SHING - KAI TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.8,1,0,0,0,1,840377,816477,Eastern,*
3495,12396,484,22.28553,114.21625,KORNHILL BLOCK 5,3/1/1987 0:00,2180,131021,1518,132539,27,38,40000,0.05,1,0,0,0,1,840327,816303,Eastern,*
3497,15097,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3498,16554,592,22.2854,114.21648,KORNHILL BLOCK 6,3/1/1987 0:00,2180,131021,1518,132539,26,38,40000,0.05,1,0,0,0,1,840354,816287,Eastern,*
3500,16977,589,22.28641,114.21679,TAIKOO SHING - KING TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.05,1,0,0,0,1,840378,816386,Eastern,*
3501,15371,605,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3513,15882,680,22.28711,114.21676,TAIKOO SHING - KAI TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.8,1,0,0,0,1,840377,816477,Eastern,*
3519,12210,475,22.2777,114.23775,HENG FA CHUEN BLOCK 13,1/1/1987 0:00,1008,59221.1,0,59221.1,16,38,52660,0.6,1,0,0,0,1,842540,815425,Eastern,*
3523,16176,680,22.28643,114.21711,TAIKOO SHING - NAM TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.2,1,0,0,0,1,840412,816385,Eastern,*
3524,14677,605,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3528,16094,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3532,13665,461,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3534,15459,555,22.28643,114.21711,TAIKOO SHING - NAM TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.2,1,0,0,0,1,840412,816385,Eastern,*
3535,17857,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3539,18780,410,22.28804,114.19382,FORTRESS METRO TOWER BLOCK A,5/1/1987 0:00,757,44808.1,5833.1,50641.2,37,37,51000,0.05,1,0,0,0,0,838017,816575,Eastern,*
3541,17401,431,22.28495,114.21714,KORNHILL BLOCK 9,3/1/1987 0:00,2180,131021,1518,132539,25,38,40000,0.05,1,0,0,0,1,840418,816236,Eastern,*
3542,18367,490,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3549,13621,624,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3550,16658,431,22.28529,114.2155,KORNHILL BLOCK 2,3/1/1987 0:00,2180,131021,1518,132539,34,38,40000,0.05,1,0,0,0,1,840245,816272,Eastern,*
3553,13429,484,22.28529,114.2155,KORNHILL BLOCK 2,3/1/1987 0:00,2180,131021,1518,132539,34,38,40000,0.05,1,0,0,0,1,840245,816272,Eastern,*
3556,16666,588,22.28676,114.21792,TAIKOO SHING - HENG TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.8,1,0,0,0,1,840506,816430,Eastern,*
3557,14049,484,22.2854,114.21648,KORNHILL BLOCK 6,3/1/1987 0:00,2180,131021,1518,132539,26,38,40000,0.05,1,0,0,0,1,840354,816287,Eastern,*
3559,14049,484,22.2852,114.21667,KORNHILL BLOCK 7,3/1/1987 0:00,2180,131021,1518,132539,25,38,40000,0.05,1,0,0,0,1,840378,816265,Eastern,*
3565,17647,680,22.28643,114.2179,TAIKOO SHING - KWUN TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.8,1,0,0,0,1,840495,816385,Eastern,*
3570,10810,592,22.28505,114.21541,KORNHILL BLOCK 1,3/1/1987 0:00,2180,131021,1518,132539,35,38,40000,0.05,1,0,0,0,1,840231,816241,Eastern,*
3571,15017,586,22.28804,114.19382,FORTRESS METRO TOWER BLOCK A,5/1/1987 0:00,757,44808.1,5833.1,50641.2,37,37,51000,0.05,1,0,0,0,0,838017,816575,Eastern,*
3586,18178,604,22.28643,114.21711,TAIKOO SHING - NAM TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.2,1,0,0,0,1,840412,816385,Eastern,*
3591,14592,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3593,12039,461,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3595,14774,555,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3597,14331,628,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3602,12162,592,22.28505,114.21541,KORNHILL BLOCK 1,3/1/1987 0:00,2180,131021,1518,132539,35,38,40000,0.05,1,0,0,0,1,840231,816241,Eastern,*
3603,17167,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3605,10979,592,22.28495,114.21714,KORNHILL BLOCK 9,3/1/1987 0:00,2180,131021,1518,132539,25,38,40000,0.05,1,0,0,0,1,840418,816236,Eastern,*
3607,16253,646,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3611,13176,469,22.28762,114.21102,HOI KWONG COURT BLOCK II,3/1/1987 0:00,384,19981.7,1839.5,21821.2,30,38,30750,0.05,1,0,0,0,0,839790,816526,Eastern,*
3613,14008,489,22.28786,114.21103,HOI KWONG COURT BLOCK I,3/1/1987 0:00,384,19981.7,1839.5,21821.2,30,38,30750,0.05,1,0,0,0,0,839787,816551,Eastern,*
3615,12537,469,22.28762,114.21102,HOI KWONG COURT BLOCK II,3/1/1987 0:00,384,19981.7,1839.5,21821.2,30,38,30750,0.05,1,0,0,0,0,839790,816526,Eastern,*
3616,16528,605,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3618,15422,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3621,18575,646,22.28643,114.21711,TAIKOO SHING - NAM TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.2,1,0,0,0,1,840412,816385,Eastern,*
3623,13948,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3624,11828,421,22.28786,114.21103,HOI KWONG COURT BLOCK I,3/1/1987 0:00,384,19981.7,1839.5,21821.2,30,38,30750,0.05,1,0,0,0,0,839787,816551,Eastern,*
3625,16094,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3627,17561,484,22.28505,114.21541,KORNHILL BLOCK 1,3/1/1987 0:00,2180,131021,1518,132539,35,38,40000,0.05,1,0,0,0,1,840231,816241,Eastern,*
3629,11739,592,22.28554,114.21596,KORNHILL BLOCK 4,3/1/1987 0:00,2180,131021,1518,132539,30,38,40000,0.05,1,0,0,0,1,840294,816305,Eastern,*
3631,14610,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3633,14978,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3636,13885,453,22.27746,114.23792,HENG FA CHUEN BLOCK 12,1/1/1987 0:00,1008,59221.1,0,59221.1,16,38,52660,0.6,1,0,0,0,1,842560,815400,Eastern,*
3637,12662,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3638,15665,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3639,12809,484,22.28548,114.21571,KORNHILL BLOCK 3,3/1/1987 0:00,2180,131021,1518,132539,32,38,40000,0.05,1,0,0,0,1,840264,816297,Eastern,*
3662,15751,532,22.28804,114.19382,FORTRESS METRO TOWER BLOCK A,5/1/1987 0:00,757,44808.1,5833.1,50641.2,37,37,51000,0.05,1,0,0,0,0,838017,816575,Eastern,*
3667,16480,466,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3673,15748,508,22.27696,114.23774,HENG FA CHUEN BLOCK 17,1/1/1987 0:00,1008,59221.1,0,59221.1,16,38,52660,0.6,1,0,0,0,1,842542,815344,Eastern,*
3674,14312,531,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3677,14710,605,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3682,18955,517,22.28643,114.21711,TAIKOO SHING - NAM TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.2,1,0,0,0,1,840412,816385,Eastern,*
3685,18835,584,22.28676,114.21792,TAIKOO SHING - HENG TIEN MANSION,5/1/1989 0:00,1681,122146,56414.9,178560.9,30,35,56240,0.8,1,0,0,0,1,840506,816430,Eastern,*
3686,13742,473,22.27603,114.23974,HENG FA CHUEN BLOCK 1,9/1/1986 0:00,896,52866.7,0,52866.7,16,38,52660,0.1,1,0,0,0,1,842745,815240,Eastern,*
3687,14448,616,22.28498,114.21611,KORNHILL PLAZA NORTH,4/1/1987 0:00,0,0,27133.4,27133.4,19,37,40000,0.05,1,0,0,0,0,0,0,Eastern, 
3689,16589,431,22.28505,114.21541,KORNHILL BLOCK 1,3/1/1987 0:00,2180,131021,1518,132539,35,38,40000,0.05,1,0,0,0,1,840231,816241,Eastern,*
3697,13175,592,22.28495,114.21742,KORNHILL BLOCK 10,3/1/1987 0:00,2180,131021,1518,132539,25,38,40000,0.05,1,0,0,0,1,840443,816237,Eastern,*
3699,13686,453,22.27672,114.23793,HENG FA CHUEN BLOCK 16,1/1/1987 0:00,1008,59221.1,0,59221.1,16,38,52660,0.7,1,0,0,0,1,842560,815319,Eastern,*
3707,13752,509,22.28328,114.22314,ON MING MANSION,5/1/1988 0:00,636,39102.5,3367.2,42469.7,21,36,43500,0.05,1,0,0,0,1,841038,816040,Eastern,*
3708,15111,450,22.27882,114.22861,PERFECT MOUNT GARDENS BLOCK A,12/1/1987 0:00,760,40662.3,3434.5,44096.8,24,37,35000,0.05,1,0,0,0,0,841600,815551,Eastern,*
3718,14732,672,22.28661,114.22318,KWUN FUNG MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,841047,816426,Eastern,*
3721,13005,722,22.2794,114.23969,HENG FA CHUEN BLOCK 29,6/1/1988 0:00,896,56870.9,0,56870.9,20,36,52660,0.3,1,0,0,0,1,842741,815615,Eastern,*
3722,13097,439,22.27882,114.22861,PERFECT MOUNT GARDENS BLOCK A,12/1/1987 0:00,760,40662.3,3434.5,44096.8,24,37,35000,0.05,1,0,0,0,0,841600,815551,Eastern,*
3723,15058,510,22.26382,114.23718,NEW JADE GARDEN BLOCK 3,4/1/1988 0:00,1488,88060.9,17762.7,105823.6,36,36,43000,0.05,1,0,0,0,1,842482,813889,Eastern,*
3724,12636,459,22.2639,114.23649,NEW JADE GARDEN BLOCK 6,4/1/1988 0:00,1488,88060.9,17762.7,105823.6,36,36,43000,0.05,1,0,0,0,1,842412,813896,Eastern,*
3725,14135,619,22.27911,114.23979,HENG FA CHUEN BLOCK 28,6/1/1988 0:00,896,56870.9,0,56870.9,20,36,52660,0.3,1,0,0,0,1,842746,815584,Eastern,*
3726,14332,614,22.27911,114.23979,HENG FA CHUEN BLOCK 28,6/1/1988 0:00,896,56870.9,0,56870.9,20,36,52660,0.3,1,0,0,0,1,842746,815584,Eastern,*
3727,13843,614,22.27911,114.23979,HENG FA CHUEN BLOCK 28,6/1/1988 0:00,896,56870.9,0,56870.9,20,36,52660,0.3,1,0,0,0,1,842746,815584,Eastern,*
3728,14226,485,22.28609,114.22374,YAT HONG MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841105,816367,Eastern,*
3729,13555,450,22.27874,114.2291,PERFECT MOUNT GARDENS BLOCK C,12/1/1987 0:00,760,40662.3,3434.5,44096.8,26,37,35000,0.05,1,0,0,0,0,841651,815542,Eastern,*
3732,14592,675,22.29089,114.20057,ROCA CENTRE BLOCK 1,12/1/1987 0:00,214,15990.2,4534.5,20524.7,26,37,30000,0.05,1,0,0,0,0,838708,816894,Eastern,*
3734,16238,739,22.28568,114.22418,YAT WAH MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841151,816322,Eastern,*
3735,12195,574,22.28568,114.22418,YAT WAH MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841151,816322,Eastern,*
3736,10800,537,22.29089,114.20057,ROCA CENTRE BLOCK 1,12/1/1987 0:00,214,15990.2,4534.5,20524.7,26,37,30000,0.05,1,0,0,0,0,838708,816894,Eastern,*
3738,12704,551,22.28568,114.22418,YAT WAH MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841151,816322,Eastern,*
3740,16502,629,22.28391,114.22338,ON PING MANSION,5/1/1988 0:00,636,39102.5,3367.2,42469.7,21,36,43500,0.2,1,0,0,0,1,841061,816118,Eastern,*
3753,14342,753,22.29027,114.19853,ECHO PEAK TERRACE,1/1/1988 0:00,22,2173.2,284.4,2457.6,29,37,26780,0.2,1,0,0,1,0,838503,816820,Eastern,*
3756,12878,462,22.27933,114.2264,LEI KING MANSION,8/1/1988 0:00,25,2888.9,200.5,3089.4,26,36,25000,0.2,1,0,0,1,0,841371,815609,Eastern,*
3764,16011,667,22.28788,114.19165,NAM FUNG COURT,8/1/1988 0:00,924,72574.5,5098,77672.5,42,36,50500,0.2,1,0,0,0,0,837794,816558,Eastern,*
3765,18668,616,22.28792,114.19115,SUNG FUNG COURT,8/1/1988 0:00,924,72574.5,5098,77672.5,40,36,50500,0.3,1,0,0,0,0,837747,816559,Eastern,*
3767,13805,565,22.28328,114.22314,ON MING MANSION,5/1/1988 0:00,636,39102.5,3367.2,42469.7,21,36,43500,0.05,1,0,0,0,1,841038,816040,Eastern,*
3768,15730,623,22.28792,114.19115,SUNG FUNG COURT,8/1/1988 0:00,924,72574.5,5098,77672.5,40,36,50500,0.3,1,0,0,0,0,837747,816559,Eastern,*
3770,15967,620,22.28792,114.19115,SUNG FUNG COURT,8/1/1988 0:00,924,72574.5,5098,77672.5,40,36,50500,0.3,1,0,0,0,0,837747,816559,Eastern,*
3773,12884,520,22.28328,114.22314,ON MING MANSION,5/1/1988 0:00,636,39102.5,3367.2,42469.7,21,36,43500,0.05,1,0,0,0,1,841038,816040,Eastern,*
3774,13810,601,22.28371,114.22357,ON CHAK MANSION,5/1/1988 0:00,636,39102.5,3367.2,42469.7,21,36,43500,0.2,1,0,0,0,1,841090,816092,Eastern,*
3775,14197,648,22.28371,114.22357,ON CHAK MANSION,5/1/1988 0:00,636,39102.5,3367.2,42469.7,21,36,43500,0.2,1,0,0,0,1,841090,816092,Eastern,*
3776,17227,505,22.28986,114.19907,MING COURT,8/1/1984 0:00,0,2261,475,2736,23,40,39250,0.2,1,0,0,0,0,838550,816775,Eastern,*
3779,16907,485,22.28629,114.22352,YAT SING MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,70000,0.6,1,0,0,0,1,841083,816390,Eastern,*
3780,12241,531,22.26382,114.23718,NEW JADE GARDEN BLOCK 3,4/1/1988 0:00,1488,88060.9,17762.7,105823.6,36,36,43000,0.05,1,0,0,0,1,842482,813889,Eastern,*
3781,12931,928,22.27835,114.23943,HENG FA CHUEN BLOCK 33,3/1/1988 0:00,880,54882.4,0,54882.4,19,37,52660,0.1,1,0,0,0,1,842715,815497,Eastern,*
3782,18556,485,22.28723,114.22252,KWUN HOI MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,840980,816494,Eastern,*
3783,13069,593,22.2644,114.23726,NEW JADE GARDEN BLOCK 1,4/1/1988 0:00,1488,88060.9,17762.7,105823.6,36,36,43000,0.05,1,0,0,0,1,842491,813951,Eastern,*
3786,12459,610,22.2637,114.23632,NEW JADE GARDEN BLOCK 5,4/1/1988 0:00,1488,88060.9,17762.7,105823.6,36,36,43000,0.05,1,0,0,0,1,842394,813876,Eastern,*
3787,12795,508,22.26363,114.23694,NEW JADE GARDEN BLOCK 4,4/1/1988 0:00,1488,88060.9,17762.7,105823.6,36,36,43000,0.05,1,0,0,0,1,842457,813872,Eastern,*
3788,12255,643,22.2794,114.23969,HENG FA CHUEN BLOCK 29,6/1/1988 0:00,896,56870.9,0,56870.9,20,36,52660,0.3,1,0,0,0,1,842741,815615,Eastern,*
3789,15509,677,22.28661,114.22318,KWUN FUNG MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,841047,816426,Eastern,*
3790,17910,536,22.28588,114.22396,YAT WING MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841128,816345,Eastern,*
3791,14552,536,22.28702,114.22274,KWUN KING MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,841002,816471,Eastern,*
3793,14314,489,22.28588,114.22396,YAT WING MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841128,816345,Eastern,*
3794,14459,574,22.28568,114.22418,YAT WAH MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841151,816322,Eastern,*
3797,15355,676,22.28568,114.22418,YAT WAH MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841151,816322,Eastern,*
3799,19704,609,22.28411,114.22316,ON HUI MANSION,5/1/1988 0:00,636,39102.5,3367.2,42469.7,21,36,43500,0.2,1,0,0,0,1,841038,816141,Eastern,*
3800,15545,532,22.28723,114.22252,KWUN HOI MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,840980,816494,Eastern,*
3801,13955,536,22.28702,114.22274,KWUN KING MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,841002,816471,Eastern,*
3806,14552,536,22.28661,114.22318,KWUN FUNG MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,841047,816426,Eastern,*
3818,15780,583,22.28723,114.22252,KWUN HOI MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,840980,816494,Eastern,*
3821,15486,678,22.28702,114.22274,KWUN KING MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,841002,816471,Eastern,*
3823,19725,583,22.28723,114.22252,KWUN HOI MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,840980,816494,Eastern,*
3825,11011,445,22.32383,114.16416,JUNE GARDEN BLOCK T3,1/1/1988 0:00,480,19828.8,2583.7,22412.5,16,37,39000,0.5,0,0,0,0,0,834960,820535,Yau Tsim Mong,*
3827,13973,594,22.27882,114.22861,PERFECT MOUNT GARDENS BLOCK A,12/1/1987 0:00,760,40662.3,3434.5,44096.8,24,37,35000,0.05,1,0,0,0,0,841600,815551,Eastern,*
3828,13131,594,22.27879,114.22886,PERFECT MOUNT GARDENS BLOCK B,12/1/1987 0:00,760,40662.3,3434.5,44096.8,25,37,35000,0.05,1,0,0,0,0,841626,815547,Eastern,*
3830,16238,739,22.28588,114.22396,YAT WING MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841128,816345,Eastern,*
3831,15597,536,22.28702,114.22274,KWUN KING MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,841002,816471,Eastern,*
3832,16155,489,22.28702,114.22274,KWUN KING MANSION,6/1/1988 0:00,551,36617.9,2018.7,38636.6,20,36,70000,0.7,1,0,0,0,1,841002,816471,Eastern,*
3838,14641,614,22.2788,114.24015,HENG FA CHUEN BLOCK 25,6/1/1988 0:00,896,56870.9,0,56870.9,20,36,52660,0.3,1,0,0,0,1,842789,815547,Eastern,*
3839,13530,643,22.2794,114.23969,HENG FA CHUEN BLOCK 29,6/1/1988 0:00,896,56870.9,0,56870.9,20,36,52660,0.3,1,0,0,0,1,842741,815615,Eastern,*
3842,19203,427,22.28609,114.22374,YAT HONG MANSION,6/1/1988 0:00,553,36491.2,2679.8,39171,21,36,57000,0.5,1,0,0,0,1,841105,816367,Eastern,*
