OID_,PerSqFeet,Area,lat,lon,NAME_ENG,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_eng,SDU_IND
1461,16863,593,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1462,14147,516,22.28198,114.21346,NAM FUNG SUN CHUEN BLOCK 4,2/1/1978 0:00,0,11914,0,11914,29,47,33000,0.5,1,0,0,0,1,840046,815901,Eastern,*
1468,12917,689,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1470,16642,691,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1472,15116,516,22.28306,114.21352,NAM FUNG SUN CHUEN BLOCK 1,12/1/1977 0:00,0,13599,0,13599,35,47,33000,0.3,1,0,0,1,1,840052,816020,Eastern,*
1473,11929,570,22.28264,114.21472,NAM FUNG SUN CHUEN BLOCK 11,9/1/1978 0:00,0,12757,0,12757,32,46,33000,0.4,1,0,0,0,1,840163,815973,Eastern,*
1476,13546,516,22.28159,114.21428,NAM FUNG SUN CHUEN BLOCK 7,6/1/1978 0:00,0,11645,74.2,11719.2,29,46,33000,0.5,1,0,0,0,1,840123,815865,Eastern,*
1479,17518,685,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1480,12631,570,22.28228,114.2147,NAM FUNG SUN CHUEN BLOCK 10,9/1/1978 0:00,0,12757,0,12757,32,46,33000,0.5,1,0,0,0,1,840160,815934,Eastern,*
1482,18490,530,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1484,14026,606,22.30415,114.17278,FORTUNE TERRACE,9/1/1978 0:00,270,15773.4,651.2,16424.6,2,46,38750,0.05,0,0,0,0,0,835851,818354,Yau Tsim Mong,*
1485,13416,401,22.29894,114.17514,PRAT MANSIONS,9/1/1977 0:00,128,6041.7,3016.8,9058.5,18,47,16650,0.2,1,0,0,0,0,836092,817780,Yau Tsim Mong,*
1486,11901,689,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1489,12975,578,22.27957,114.22432,BELLEVE COURT BLOCK B,9/1/1988 0:00,300,9939.8,670.2,10610,27,36,30000,0.4,1,0,0,0,0,841159,815637,Eastern,*
1490,14077,753,22.27957,114.22432,BELLEVE COURT BLOCK B,9/1/1988 0:00,300,9939.8,670.2,10610,27,36,30000,0.4,1,0,0,0,0,841159,815637,Eastern,*
1491,13913,552,22.28514,114.19243,TIMMAR COURT,12/1/1977 0:00,0,2598,1044,3642,24,47,23660,0.3,1,0,0,1,0,837869,816258,Eastern,*
1493,13868,685,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1494,9523,441,22.26267,114.2365,CHAI WAN CINEMA BUILDING,11/1/1978 0:00,151,7626.8,4808.2,12435,28,46,23770,0.05,1,0,0,1,0,842410,813752,Eastern,*
1499,10465,516,22.28163,114.21344,NAM FUNG SUN CHUEN BLOCK 5,2/1/1978 0:00,0,11914,0,11914,29,47,33000,0.5,1,0,0,0,1,840044,815862,Eastern,*
1500,12245,570,22.28157,114.21466,NAM FUNG SUN CHUEN BLOCK 8,8/1/1978 0:00,0,12118,0,12118,30,46,33000,0.6,1,0,0,0,1,840162,815863,Eastern,*
1501,11240,516,22.28306,114.21352,NAM FUNG SUN CHUEN BLOCK 1,12/1/1977 0:00,0,13599,0,13599,35,47,33000,0.3,1,0,0,1,1,840052,816020,Eastern,*
1502,10629,413,22.27783,114.22924,WING WAH HOUSE,7/1/1966 0:00,0,1516,257.3,1773.3,10,58,25000,0.05,1,0,0,1,0,841663,815448,Eastern,*
1503,14956,460,22.32551,114.16784,AMBER HOUSE,7/1/1978 0:00,44,2124.9,1124.7,3249.6,14,46,20000,0.05,1,0,0,1,0,835337,820721,Yau Tsim Mong,*
1504,12616,753,22.27957,114.22432,BELLEVE COURT BLOCK B,9/1/1988 0:00,300,9939.8,670.2,10610,27,36,30000,0.4,1,0,0,0,0,841159,815637,Eastern,*
1510,14285,434,22.28884,114.19468,KWONG CHIU TERRACE BLOCK B,7/1/1978 0:00,0,15410,861,16271,32,46,51000,0.05,1,0,0,0,0,838103,816662,Eastern,*
1513,20618,582,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1516,14579,583,22.2846,114.22054,TAI WOO MANSION,6/1/1978 0:00,206,12595.3,414,13009.3,28,46,47210,0.3,1,0,0,0,1,840766,816194,Eastern,*
1522,10877,570,22.28306,114.21352,NAM FUNG SUN CHUEN BLOCK 1,12/1/1977 0:00,0,13599,0,13599,35,47,33000,0.3,1,0,0,1,1,840052,816020,Eastern,*
1524,11240,516,22.28306,114.21352,NAM FUNG SUN CHUEN BLOCK 1,12/1/1977 0:00,0,13599,0,13599,35,47,33000,0.3,1,0,0,1,1,840052,816020,Eastern,*
1525,16472,516,22.28264,114.21472,NAM FUNG SUN CHUEN BLOCK 11,9/1/1978 0:00,0,12757,0,12757,32,46,33000,0.4,1,0,0,0,1,840163,815973,Eastern,*
1526,14513,689,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1527,15437,583,22.2846,114.22054,TAI WOO MANSION,6/1/1978 0:00,206,12595.3,414,13009.3,28,46,47210,0.3,1,0,0,0,1,840766,816194,Eastern,*
1533,11322,484,22.2846,114.22054,TAI WOO MANSION,6/1/1978 0:00,206,12595.3,414,13009.3,28,46,47210,0.3,1,0,0,0,1,840766,816194,Eastern,*
1535,15318,581,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1537,14000,570,22.28159,114.21428,NAM FUNG SUN CHUEN BLOCK 7,6/1/1978 0:00,0,11645,74.2,11719.2,29,46,33000,0.5,1,0,0,0,1,840123,815865,Eastern,*
1539,16690,689,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1542,16389,529,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1545,20618,582,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1552,15120,582,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1553,16188,593,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1554,13366,606,22.30415,114.17278,FORTUNE TERRACE,9/1/1978 0:00,270,15773.4,651.2,16424.6,2,46,38750,0.05,0,0,0,0,0,835851,818354,Yau Tsim Mong,*
1556,13457,593,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1558,14598,685,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1563,18900,582,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1566,12807,570,22.28163,114.21344,NAM FUNG SUN CHUEN BLOCK 5,2/1/1978 0:00,0,11914,0,11914,29,47,33000,0.5,1,0,0,0,1,840044,815862,Eastern,*
1567,15292,582,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1568,15207,434,22.28884,114.19468,KWONG CHIU TERRACE BLOCK B,7/1/1978 0:00,0,15410,861,16271,32,46,51000,0.05,1,0,0,0,0,838103,816662,Eastern,*
1571,13138,685,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1573,14579,583,22.2846,114.22054,TAI WOO MANSION,6/1/1978 0:00,206,12595.3,414,13009.3,28,46,47210,0.3,1,0,0,0,1,840766,816194,Eastern,*
1574,13178,516,22.28159,114.21428,NAM FUNG SUN CHUEN BLOCK 7,6/1/1978 0:00,0,11645,74.2,11719.2,29,46,33000,0.5,1,0,0,0,1,840123,815865,Eastern,*
1575,15807,582,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1576,14604,582,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1580,8410,711,22.31223,114.17105,KAM WA BUILDING,11/1/1966 0:00,0,4030.4,515.4,4545.8,17,58,18490,0.05,1,0,0,1,0,835668,819250,Yau Tsim Mong,*
1582,18588,581,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1583,13490,593,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1585,17928,502,22.28587,114.19058,BELLE HOUSE,9/1/1977 0:00,135,7677.4,1062,8739.4,25,47,32890,0.4,1,0,0,1,0,837676,816342,Eastern,*
1586,11719,570,22.28157,114.21466,NAM FUNG SUN CHUEN BLOCK 8,8/1/1978 0:00,0,12118,0,12118,30,46,33000,0.6,1,0,0,0,1,840162,815863,Eastern,*
1588,12992,685,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1592,13759,516,22.28159,114.21428,NAM FUNG SUN CHUEN BLOCK 7,6/1/1978 0:00,0,11645,74.2,11719.2,29,46,33000,0.5,1,0,0,0,1,840123,815865,Eastern,*
1593,13953,516,22.28264,114.21472,NAM FUNG SUN CHUEN BLOCK 11,9/1/1978 0:00,0,12757,0,12757,32,46,33000,0.4,1,0,0,0,1,840163,815973,Eastern,*
1595,20000,530,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1596,13168,606,22.30415,114.17278,FORTUNE TERRACE,9/1/1978 0:00,270,15773.4,651.2,16424.6,2,46,38750,0.05,0,0,0,0,0,835851,818354,Yau Tsim Mong,*
1597,16267,584,22.27957,114.22432,BELLEVE COURT BLOCK B,9/1/1988 0:00,300,9939.8,670.2,10610,27,36,30000,0.4,1,0,0,0,0,841159,815637,Eastern,*
1604,15936,753,22.27957,114.22432,BELLEVE COURT BLOCK B,9/1/1988 0:00,300,9939.8,670.2,10610,27,36,30000,0.4,1,0,0,0,0,841159,815637,Eastern,*
1612,11240,685,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1614,13653,709,22.28647,114.21632,TAIKOO SHING - YUAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.05,1,0,0,0,1,840332,816392,Eastern,*
1616,11970,685,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1618,14005,689,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1619,15625,704,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1621,12864,583,22.28601,114.21543,TANG KUNG MANSION,6/1/1981 0:00,208,12665.4,914.1,13579.5,29,43,63000,0.05,1,0,0,0,1,840241,816357,Eastern,*
1623,13675,702,22.28647,114.21526,TAIKOO SHING - HAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.1,1,0,0,0,1,840223,816393,Eastern,*
1636,13532,702,22.28647,114.2156,TAIKOO SHING - HSIA KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.1,1,0,0,0,1,840259,816392,Eastern,*
1637,14809,709,22.28647,114.21632,TAIKOO SHING - YUAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.05,1,0,0,0,1,840332,816392,Eastern,*
1638,18609,489,22.28601,114.21543,TANG KUNG MANSION,6/1/1981 0:00,208,12665.4,914.1,13579.5,29,43,63000,0.05,1,0,0,0,1,840241,816357,Eastern,*
1641,14435,762,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1642,16381,702,22.28647,114.2156,TAIKOO SHING - HSIA KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.1,1,0,0,0,1,840259,816392,Eastern,*
1643,17103,580,22.28647,114.21632,TAIKOO SHING - YUAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.05,1,0,0,0,1,840332,816392,Eastern,*
1650,10021,459,22.26556,114.2455,FU SHING COURT,2/1/1979 0:00,112,6162.3,0,6162.3,15,46,30750,1,1,0,0,1,0,843340,814088,Eastern,*
1657,14937,723,22.28647,114.21632,TAIKOO SHING - YUAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.05,1,0,0,0,1,840332,816392,Eastern,*
1661,15056,797,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1663,14661,723,22.28647,114.21632,TAIKOO SHING - YUAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.05,1,0,0,0,1,840332,816392,Eastern,*
1666,16051,704,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1667,14000,450,22.28745,114.19249,CARSON MANSION BLOCK A,6/1/1979 0:00,376,17824.4,6530.7,24355.1,34,45,23000,0.2,1,0,0,0,0,837886,816506,Eastern,*
1669,13409,522,22.28745,114.19249,CARSON MANSION BLOCK A,6/1/1979 0:00,376,17824.4,6530.7,24355.1,34,45,23000,0.2,1,0,0,0,0,837886,816506,Eastern,*
1675,15862,580,22.28647,114.2156,TAIKOO SHING - HSIA KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.1,1,0,0,0,1,840259,816392,Eastern,*
1677,14245,702,22.28647,114.2156,TAIKOO SHING - HSIA KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.1,1,0,0,0,1,840259,816392,Eastern,*
1678,10129,464,22.26556,114.2455,FU SHING COURT,2/1/1979 0:00,112,6162.3,0,6162.3,15,46,30750,1,1,0,0,1,0,843340,814088,Eastern,*
1684,13868,685,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1690,15950,489,22.28601,114.21543,TANG KUNG MANSION,6/1/1981 0:00,208,12665.4,914.1,13579.5,29,43,63000,0.05,1,0,0,0,1,840241,816357,Eastern,*
1693,15177,593,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1698,16220,709,22.28647,114.21632,TAIKOO SHING - YUAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.05,1,0,0,0,1,840332,816392,Eastern,*
1709,15905,723,22.28647,114.21526,TAIKOO SHING - HAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.1,1,0,0,0,1,840223,816393,Eastern,*
1710,14245,702,22.28647,114.21632,TAIKOO SHING - YUAN KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.05,1,0,0,0,1,840332,816392,Eastern,*
1719,14814,459,22.28766,114.19241,CARSON MANSION BLOCK B,6/1/1979 0:00,376,17824.4,6530.7,24355.1,23,45,23000,0.2,1,0,0,0,0,837863,816525,Eastern,*
1722,16513,545,22.28601,114.21543,TANG KUNG MANSION,6/1/1981 0:00,208,12665.4,914.1,13579.5,29,43,63000,0.05,1,0,0,0,1,840241,816357,Eastern,*
1736,11835,414,22.29993,114.17482,HANG LUNG BANK BUILDING,9/1/1978 0:00,45,2300.1,1354.2,3654.3,18,46,16650,0.3,1,0,0,1,0,836056,817890,Yau Tsim Mong,*
1737,11061,452,22.31644,114.17134,HUNG KWONG BUILDING BLOCK A,7/1/1979 0:00,176,8611.4,2145.3,10756.7,24,45,17500,0.3,0,0,0,1,0,835698,819717,Yau Tsim Mong,*
1738,14333,593,22.28528,114.2194,TAIKOO SHING - PO SHAN MANSION,12/1/1981 0:00,198,13271.7,6493.3,19765,32,43,47750,0.4,1,0,0,0,1,840652,816260,Eastern,*
1744,16295,583,22.28601,114.21543,TANG KUNG MANSION,6/1/1981 0:00,208,12665.4,914.1,13579.5,29,43,63000,0.05,1,0,0,0,1,840241,816357,Eastern,*
1749,16898,503,22.28687,114.21408,TAIKOO SHING - KIN ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.5,1,0,0,0,1,840097,816442,Eastern,*
1761,13876,503,22.28687,114.21408,TAIKOO SHING - KIN ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.5,1,0,0,0,1,840097,816442,Eastern,*
1764,13036,583,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
1767,16662,719,22.28715,114.19795,BEVERLEY HEIGHTS BLOCK 2,10/1/1979 0:00,320,25547.2,0,25547.2,24,45,90160,1.5,1,0,0,0,0,838442,816479,Eastern,*
1768,12556,446,22.29134,114.20337,HEALTHY GARDENS BLOCK F,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.3,1,0,0,0,1,839002,816938,Eastern,*
1774,13228,446,22.29158,114.20354,HEALTHY GARDENS BLOCK A,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.3,1,0,0,0,1,839014,816965,Eastern,*
1775,15344,580,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
1777,12719,456,22.29151,114.20417,HEALTHY GARDENS BLOCK D,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.4,1,0,0,0,1,839083,816957,Eastern,*
1778,15904,503,22.28687,114.21408,TAIKOO SHING - KIN ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.5,1,0,0,0,1,840097,816442,Eastern,*
1781,13788,718,22.28674,114.19794,BEVERLEY HEIGHTS BLOCK 3,10/1/1979 0:00,320,25547.2,0,25547.2,24,45,90160,1.5,1,0,0,0,0,838438,816434,Eastern,*
1782,15669,702,22.28681,114.21526,TAIKOO SHING - CHAI KUNG MANSION,1/1/1980 0:00,1456,106804,3109.2,109913.2,29,45,64210,0.6,1,0,0,0,1,840216,816437,Eastern,*
1785,13481,586,22.30385,114.17296,HONG YUEN COURT BLOCK B,5/1/1980 0:00,120,7615.1,894.8,8509.9,16,44,14150,0.1,0,0,0,1,0,835864,818323,Yau Tsim Mong,*
1788,12456,456,22.29158,114.20354,HEALTHY GARDENS BLOCK A,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.3,1,0,0,0,1,839014,816965,Eastern,*
1791,13400,597,22.30385,114.17296,HONG YUEN COURT BLOCK B,5/1/1980 0:00,120,7615.1,894.8,8509.9,16,44,14150,0.1,0,0,0,1,0,835864,818323,Yau Tsim Mong,*
1792,15000,420,22.28957,114.20908,LIDO APARTMENTS,5/1/1958 0:00,0,12936.5,542.9,13479.4,17,66,26990,0.2,1,1,0,1,0,839609,816746,Eastern,**
1795,14505,586,22.30385,114.17296,HONG YUEN COURT BLOCK B,5/1/1980 0:00,120,7615.1,894.8,8509.9,16,44,14150,0.1,0,0,0,1,0,835864,818323,Yau Tsim Mong,*
1801,14623,718,22.28674,114.19815,BEVERLEY HEIGHTS BLOCK 4,10/1/1979 0:00,320,25547.2,0,25547.2,24,45,90160,1.5,1,0,0,0,0,838460,816434,Eastern,*
1803,15320,718,22.28674,114.19794,BEVERLEY HEIGHTS BLOCK 3,10/1/1979 0:00,320,25547.2,0,25547.2,24,45,90160,1.5,1,0,0,0,0,838438,816434,Eastern,*
1804,15280,589,22.28165,114.1932,DRAGON COURT BLOCK A,3/1/1980 0:00,0,35279,95,35374,30,45,68600,0.3,1,0,0,0,0,837954,815867,Eastern,*
1807,13950,724,22.28715,114.19795,BEVERLEY HEIGHTS BLOCK 2,10/1/1979 0:00,320,25547.2,0,25547.2,24,45,90160,1.5,1,0,0,0,0,838442,816479,Eastern,*
1808,14137,580,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
1809,15770,506,22.28652,114.21407,TAIKOO SHING - HING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.5,1,0,0,0,1,840101,816396,Eastern,*
1815,12280,456,22.29134,114.20337,HEALTHY GARDENS BLOCK F,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.3,1,0,0,0,1,839002,816938,Eastern,*
1818,15406,714,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
1819,13287,587,22.28652,114.21407,TAIKOO SHING - HING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.5,1,0,0,0,1,840101,816396,Eastern,*
1820,14164,706,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
1832,14937,723,22.28674,114.19794,BEVERLEY HEIGHTS BLOCK 3,10/1/1979 0:00,320,25547.2,0,25547.2,24,45,90160,1.5,1,0,0,0,0,838438,816434,Eastern,*
1839,15246,446,22.29166,114.20393,HEALTHY GARDENS BLOCK B,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.3,1,0,0,0,1,839058,816971,Eastern,*
1841,15513,419,22.30136,114.17411,YIU PONT HOUSE,5/1/1980 0:00,26,1302.4,167.6,1470,14,44,23660,0.5,1,0,0,1,0,835983,818047,Yau Tsim Mong,*
1846,13991,456,22.29174,114.20433,HEALTHY GARDENS BLOCK C,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.4,1,0,0,0,1,839098,816979,Eastern,*
1847,19725,583,22.28652,114.21407,TAIKOO SHING - HING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.5,1,0,0,0,1,840101,816396,Eastern,*
1851,16358,703,22.28687,114.21408,TAIKOO SHING - KIN ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.5,1,0,0,0,1,840097,816442,Eastern,*
1855,15307,456,22.29174,114.20433,HEALTHY GARDENS BLOCK C,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.4,1,0,0,0,1,839098,816979,Eastern,*
1859,13870,620,22.28984,114.19639,WISEMAN BUILDING,7/1/1980 0:00,100,7075,0,7075,26,44,26250,0.4,1,0,0,1,0,838282,816765,Eastern,*
1864,13004,446,22.29134,114.20337,HEALTHY GARDENS BLOCK F,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.3,1,0,0,0,1,839002,816938,Eastern,*
1873,14431,589,22.28165,114.1932,DRAGON COURT BLOCK A,3/1/1980 0:00,0,35279,95,35374,30,45,68600,0.3,1,0,0,0,0,837954,815867,Eastern,*
1875,15246,446,22.29158,114.20354,HEALTHY GARDENS BLOCK A,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.3,1,0,0,0,1,839014,816965,Eastern,*
1876,16379,580,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
1878,15580,706,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
1889,16996,506,22.28652,114.21407,TAIKOO SHING - HING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.5,1,0,0,0,1,840101,816396,Eastern,*
1907,21710,456,22.29174,114.20433,HEALTHY GARDENS BLOCK C,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.4,1,0,0,0,1,839098,816979,Eastern,*
1909,13228,446,22.29158,114.20354,HEALTHY GARDENS BLOCK A,12/1/1979 0:00,0,52630,11730,64360,27,45,30000,0.3,1,0,0,0,1,839014,816965,Eastern,*
1916,14950,602,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
1917,15580,706,22.28618,114.21481,TAIKOO SHING - NING ON MANSION,10/1/1980 0:00,1357,88742.3,3384.8,92127.1,30,44,63000,0.1,1,0,0,0,1,840177,816359,Eastern,*
